,theme,nom_event,adresse,ville,cp,dep,date_d,date_f,site_web
377,Concerts,ELMER FOOD BEAT,,BORDEAUX -,33800,33,09 October 2026,,
378,Jeux-sports,Trial indoor international,,BORDEAUX -,33800,33,09 October 2026,,
379,Humour et one (wo)man show,Naïm - chapitre 3,,BORDEAUX -,33800,33,10 October 2026,,
380,Humour et one (wo)man show,Romuald maufras,,BORDEAUX -,33800,33,10 October 2026,,
381,Humour et one (wo)man show,Sarah-anna,,BORDEAUX -,33800,33,10 October 2026,,
382,Festivals,MORCHEEBA + BERTRAND BELIN + CERRONE + THE AVENER (live),,BEGLES -,33130,33,10 October 2026,,
383,Stages Ateliers,Kokedama,"Bibliothèque Mériadeck 85 cours du Maréchal Juin, 33000 Bordeaux",BORDEAUX,33800,33,10 October 2026,,
384,Concerts,Tina arena,,BORDEAUX -,33800,33,10 October 2026,,
385,Concerts,TINA ARENA,,BORDEAUX -,33800,33,10 October 2026,,
386,Salons,Salon Dessins Couleurs Arts Plastiques,,LA TESTE-DE-BUCH -,33260,33,10 October 2026,11 October 2026,
387,Spectacle et comedie musicale,Chantal goya,,BORDEAUX -,33800,33,11 October 2026,,
388,Théatres,Brel ! le spectacle,,BORDEAUX -,33800,33,11 October 2026,,
389,Théatres,Podkassos en live,,BORDEAUX -,33800,33,11 October 2026,,
390,Concerts,BREL ! LE SPECTACLE,,BORDEAUX -,33800,33,11 October 2026,,
391,Humour et one (wo)man show,Maria moreno,,BORDEAUX -,33800,33,13 October 2026,,
392,Conférences Débats,Mardis de la musique,"Bibliothèque Mériadeck 85 cours du Maréchal Juin, 33000 Bordeaux",BORDEAUX,33800,33,13 October 2026,,
393,Concerts,Lynda lemay & jean felix lalanne,,BORDEAUX -,33800,33,13 October 2026,,
394,Concerts,Djadja & dinaz,,BORDEAUX -,33800,33,14 October 2026,,
395,Concerts,PSYKUP + 7 WEEKS,,BORDEAUX -,33800,33,15 October 2026,,
396,Théatres,Mesdames en vraies!,,BORDEAUX -,33800,33,15 October 2026,,
397,Concerts,Psykup + 7 weeks,,BORDEAUX -,33800,33,15 October 2026,,
398,Humour et one (wo)man show,Malik bentalha,,BORDEAUX -,33800,33,16 October 2026,,
399,Concerts,LA P'TITE FUMÉE,,BORDEAUX -,33800,33,16 October 2026,,
400,Concerts,Ven1,"ROCK SCHOOL BARBEY 18, cours Barbey 33800 BORDEAUX",BORDEAUX,33800,33,16 October 2026,31 October 2026,
401,Concerts,Myrath,,BORDEAUX -,33800,33,16 October 2026,,
402,Concerts,La p'tite fumee,,BORDEAUX -,33800,33,16 October 2026,,
403,Concerts,MYRATH,,CENON -,33150,33,16 October 2026,,
404,Danse,Victoria dauberville - classique ?,,BORDEAUX -,33800,33,17 October 2026,,
405,Concerts,So la lune,,BORDEAUX -,33800,33,17 October 2026,,
406,Concerts,SO LA LUNE,,CENON -,33150,33,17 October 2026,,
407,Sorties,Les Foulées des Vignerons,Les Foulées des Vignerons 33460 Arsac,ARSAC,33460,33,18 October 2026,,
408,Concerts,Florent pagny,,BORDEAUX -,33800,33,19 October 2026,,
409,Humour et one (wo)man show,Philippe lellouche,,BORDEAUX -,33800,33,22 October 2026,,
410,Concerts,MONROE,,BORDEAUX -,33800,33,23 October 2026,,
411,Classique et opera,Monroe,,BORDEAUX -,33800,33,23 October 2026,,
412,Concerts,NONO LA GRINTA,,BORDEAUX -,33800,33,23 October 2026,,
413,Concerts,Pink martini,,BORDEAUX -,33800,33,23 October 2026,,
414,Concerts,Josman,,BORDEAUX -,33800,33,23 October 2026,,
415,Concerts,Nono la grinta,,BORDEAUX -,33800,33,23 October 2026,,
416,Humour et one (wo)man show,Ahmed sylla,,BORDEAUX -,33800,33,24 October 2026,,
417,Concerts,Bond symphonique,,BORDEAUX -,33800,33,25 October 2026,,
418,Concerts,Joe jackson,,BORDEAUX -,33800,33,25 October 2026,,
419,Concerts,Orelsan,,BORDEAUX -,33800,33,26 October 2026,,
420,Humour et one (wo)man show,Rodrigue,,BORDEAUX -,33800,33,28 October 2026,,
421,Humour et one (wo)man show,Edouard deloignon,,BORDEAUX -,33800,33,29 October 2026,,
422,Humour et one (wo)man show,Vincent moscato,,BORDEAUX -,33800,33,30 October 2026,,
423,Concerts,SYD MATTERS,,BORDEAUX -,33800,33,30 October 2026,,
424,Loisirs et tourisme,Et si tu pouvais tout changer,,BORDEAUX -,33800,33,30 October 2026,,
425,Concerts,Syd matters,,BORDEAUX -,33800,33,30 October 2026,,
426,Théatres,Les parents viennent de mars...,,BORDEAUX -,33800,33,31 October 2026,,
427,Humour et one (wo)man show,Amine radi,,BORDEAUX -,33800,33,01 November 2026,,
428,Fêtes foraines,fête foraine,Place du Champ de Foire Salles - 33770,SALLES,33770,33,01 November 2026,,
429,Cinémas,The World of Hans Zimmer,"Arkéa Arena 48-50, avenue Jean Alfonsea 33270 FLOIRAC",FLOIRAC,33270,33,02 November 2026,10 November 2026,
430,Concerts,The world of hans zimmer,,BORDEAUX -,33800,33,04 November 2026,,
431,Concerts,Package the world of hans zimmer,,BORDEAUX -,33800,33,04 November 2026,,
432,Humour et one (wo)man show,Fabrice eboue,,BORDEAUX -,33800,33,05 November 2026,,
433,Concerts,Meryl,,BORDEAUX -,33800,33,06 November 2026,,
434,Concerts,Helena,,BORDEAUX -,33800,33,06 November 2026,,
435,Concerts,MERYL,,CENON -,33150,33,06 November 2026,,
436,Spectacle et comedie musicale,Danse avec les stars,,BORDEAUX -,33800,33,07 November 2026,,
437,Spectacle et comedie musicale,Prestation danse avec les stars,,BORDEAUX -,33800,33,07 November 2026,,
438,Concerts,Timothee curado,,BORDEAUX -,33800,33,07 November 2026,,
439,Foires,FOIRE DE LA TOUSSAINT,Esplanade du Général de Gaulle LA REOLE,LA REOLE,33190,33,07 November 2026,,
440,Concerts,The 5 rosies - tribute to ac/dc,,BORDEAUX -,33800,33,08 November 2026,,
441,Humour et one (wo)man show,Lala sagna,,BORDEAUX -,33800,33,10 November 2026,,
442,Conférences Débats,Mardis de la musique,"Bibliothèque Mériadeck 85 cours du Maréchal Juin, 33000 Bordeaux",BORDEAUX,33800,33,10 November 2026,,
443,Spectacles,LALA SAGNA,,BORDEAUX -,33800,33,10 November 2026,,
444,Parc,La vallee des singes,,ROMAGNE -,33760,33,11 November 2026,,
445,Concerts,Deep purple,,BORDEAUX -,33800,33,12 November 2026,,
446,Concerts,Deep purple,,BORDEAUX -,33800,33,12 November 2026,,
447,Salons,"12e Salon du Bien-Être, Bio &amp; Médecines Alternatives de Bordeaux",115 Quai des Chartrons,BORDEAUX,33800,33,13 November 2026,15 November 2026,
448,Humour et one (wo)man show,Elies zoghlami,,BORDEAUX -,33800,33,13 November 2026,,
449,Humour et one (wo)man show,Redouane bougheraba,,BORDEAUX -,33800,33,13 November 2026,,
450,Salons,Salon Rando &amp; Nature – Bordeaux,115 Quai des Chartrons,BORDEAUX,33800,33,13 November 2026,15 November 2026,
451,Concerts,MARCUS GAD,,BORDEAUX -,33800,33,14 November 2026,,
452,Stages Ateliers,Enluminure marque-page,"Bibliothèque Mériadeck 85 cours du Maréchal Juin, 33000 Bordeaux",BORDEAUX,33800,33,14 November 2026,,
453,Concerts,Plk,,BORDEAUX -,33800,33,14 November 2026,,
454,Concerts,Marcus gad,,BORDEAUX -,33800,33,14 November 2026,,
455,Concerts,The official blues brothers revue,,BORDEAUX -,33800,33,14 November 2026,,
456,Concerts,Los tres puntos,,SAINT-DENIS-DE-PILE -,33910,33,14 November 2026,,
457,Marchés de potiers,Marché de Potiers,Parc de sourreil,VILLENAVE-D'ORNON,33140,33,14 November 2026,,
458,Classique et opera,Jeremy hababou,,BORDEAUX -,33800,33,15 November 2026,,
459,Théatres,Un soir avec pierre arditi,,BORDEAUX -,33800,33,16 November 2026,,
460,Concerts,L'héritage goldman 2,,BORDEAUX -,33800,33,17 November 2026,,
461,Humour et one (wo)man show,Nora hamzawi,,BORDEAUX -,33800,33,18 November 2026,,
462,Concerts,Paolo.,,BORDEAUX -,33800,33,18 November 2026,,
463,Concerts,Gaëtan roussel,,BORDEAUX -,33800,33,18 November 2026,,
464,Humour et one (wo)man show,Tom baldetti,,BORDEAUX -,33800,33,19 November 2026,,
465,Concerts,ZÉLIE,,BORDEAUX -,33800,33,19 November 2026,,
466,Concerts,Zelie,,BORDEAUX -,33800,33,19 November 2026,,
467,Concerts,Claudio Capéo,"Arkéa Arena 48-50, avenue Jean Alfonsea 33270 FLOIRAC",FLOIRAC,33270,33,19 November 2026,06 February 2027,
468,Humour et one (wo)man show,Jason brokerss,,BORDEAUX -,33800,33,20 November 2026,,
469,Humour et one (wo)man show,Rosa bursztein,,BORDEAUX -,33800,33,20 November 2026,,
470,Concerts,With u2 day,,BORDEAUX -,33800,33,20 November 2026,,
471,Concerts,Benabar,,BORDEAUX -,33800,33,20 November 2026,,
472,Spectacles,JASON BROKERSS,,CENON -,33150,33,20 November 2026,,
473,Concerts,Tagada jones + les tambours du bronx,,BORDEAUX -,33800,33,21 November 2026,,
474,Concerts,Julien bing,,BORDEAUX -,33800,33,21 November 2026,,
475,Concerts,Disney en concert - suivez vos reves,,BORDEAUX -,33800,33,21 November 2026,,
476,Théatres,Les femmes ont toujours raison...,,BORDEAUX -,33800,33,21 November 2026,,
477,Salons,Salon des Métiers d'Art et ARtisanats,,LA TESTE-DE-BUCH -,33260,33,21 November 2026,22 November 2026,
478,Spectacle et comedie musicale,Lilly le musical,,BORDEAUX -,33800,33,22 November 2026,,
479,Concerts,FRANKIE AND THE WITCH FINGERS,,BORDEAUX -,33800,33,24 November 2026,,
480,Concerts,Eric serra live,,BORDEAUX -,33800,33,24 November 2026,,
481,Concerts,Eric serra live,,BORDEAUX -,33800,33,24 November 2026,,
482,Concerts,Frankie and the witch fingers,,BORDEAUX -,33800,33,24 November 2026,,
483,Concerts,David hallyday,,BORDEAUX -,33800,33,25 November 2026,,
484,Foires,Foire Sainte Catherine,Podensac,PODENSAC,33720,33,25 November 2026,,
485,Humour et one (wo)man show,Urbain,,BORDEAUX -,33800,33,26 November 2026,,
486,Humour et one (wo)man show,Louis cattelat,,BORDEAUX -,33800,33,26 November 2026,,
487,Concerts,ELEPHANZ,,CENON -,33150,33,26 November 2026,,
488,Concerts,Laura ferre,,BORDEAUX -,33800,33,26 November 2026,,
489,Concerts,LAURA FERRE,,CENON -,33150,33,26 November 2026,,
490,Coups de coeur,Don du sang,Pôle Simone Veil 26 rue Aurel Chazeau 33160 Saint-Medard-en-Jalles,SAINT-MEDARD-EN-JALLES,33160,33,26 November 2026,,
491,Concerts,Poetic lover tour,,BORDEAUX -,33800,33,27 November 2026,,
492,Marchés de Noël,Marché de Noël à l'Ecole Bon Accueil,1 allée du Coulin,ANDERNOS-LES-BAINS,33510,33,28 November 2026,,
493,Humour et one (wo)man show,Yann guillarme,,BORDEAUX -,33800,33,28 November 2026,,
494,Concerts,Saez,,BORDEAUX -,33800,33,28 November 2026,,
495,Concerts,Saez,,BORDEAUX -,33800,33,28 November 2026,,
496,Concerts,Emma,,BORDEAUX -,33800,33,28 November 2026,,
497,Concerts,EMMA,,CENON -,33150,33,28 November 2026,,
498,Spectacle et comedie musicale,Festival mondial de la magie,,BORDEAUX -,33800,33,29 November 2026,,
499,Marchés de Noël,Marché de Noël à Saint-André et Appelles,Salle polyvalente 33220 Saint-Andre-Et-Appelles,SAINT-ANDRE-ET-APPELLES,33220,33,29 November 2026,,
500,Humour et one (wo)man show,Guihome vous detend,,BORDEAUX -,33800,33,03 December 2026,,
501,Concerts,Claudio capeo,,BORDEAUX -,33800,33,03 December 2026,,
502,Humour et one (wo)man show,Arnaud tsamere,,BORDEAUX -,33800,33,04 December 2026,,
503,Humour et one (wo)man show,Camille lorente,,BORDEAUX -,33800,33,04 December 2026,,
504,Concerts,NOUS ETIONS UNE ARMEE,,BORDEAUX -,33800,33,04 December 2026,,
505,Concerts,Nous etions une armee,,BORDEAUX -,33800,33,04 December 2026,,
506,Concerts,Java mcanuff,,BORDEAUX -,33800,33,04 December 2026,,
507,Spectacles,CAMILLE LORENTE,,CENON -,33150,33,04 December 2026,,
508,Spectacles,Galapiat Cirque,"Esplanade des Terres Neuves 17 rue Robert Schuman, 33130 Bègles",BEGLES,33130,33,05 December 2026,,
509,Concerts,LANG LANG,,BORDEAUX -,33800,33,05 December 2026,,
510,Classique et opera,Lang lang,,BORDEAUX -,33800,33,05 December 2026,,
511,Marchés de Noël,Marché de Noël à Pineuilh,Salle des fêtes Robert Teyssandier 33220 Pineuilh,PINEUILH,33220,33,05 December 2026,,
512,Marchés de Noël,Marché de Noêl,Salle des Fêtes,EYNESSE,33220,33,06 December 2026,,
513,Marchés de Noël,Marché de Noël,salle des fêtes,SAINT-GERMAIN-DU-PUCH,33750,33,06 December 2026,,
514,Marchés de Noël,Marché de Noel,Salle polyvalente,SAINT-LAURENT-D'ARCE,33240,33,06 December 2026,,
515,Concerts,Axel bauer,,BORDEAUX -,33800,33,07 December 2026,,
516,Humour et one (wo)man show,Tristan lopin,,BORDEAUX -,33800,33,08 December 2026,,
517,Humour et one (wo)man show,Adel fugazi,,BORDEAUX -,33800,33,09 December 2026,,
518,Humour et one (wo)man show,Celia pelluet,,BORDEAUX -,33800,33,09 December 2026,,
519,Spectacles,CELIA PELLUET,,BORDEAUX -,33800,33,09 December 2026,,
520,Concerts,Superbus,,BORDEAUX -,33800,33,09 December 2026,,
521,Humour et one (wo)man show,Thomas wiesel,,BORDEAUX -,33800,33,10 December 2026,,
522,Concerts,KID KAPICHI,,BORDEAUX -,33800,33,10 December 2026,,
523,Concerts,Bigflo & oli,,BORDEAUX -,33800,33,10 December 2026,,
524,Concerts,Bigflo & oli,,BORDEAUX -,33800,33,10 December 2026,,
525,Concerts,Kid kapichi,,BORDEAUX -,33800,33,10 December 2026,,
526,Spectacle et comedie musicale,Madame arthur ensorcelle disney,,BORDEAUX -,33800,33,11 December 2026,,
527,Concerts,Georges-alain,,BORDEAUX -,33800,33,11 December 2026,,
528,Danse,Casse-noisette - ballet et orchestre,,BORDEAUX -,33800,33,12 December 2026,,
529,Humour et one (wo)man show,Alexis tramoni,,BORDEAUX -,33800,33,12 December 2026,,
530,Stages Ateliers,Créateliers : carte pop-up,"Bibliothèque Mériadeck 85 cours du Maréchal Juin, 33000 Bordeaux",BORDEAUX,33800,33,12 December 2026,,
531,Spectacles,ANTHONY KAVANAGH,,BORDEAUX -,33800,33,12 December 2026,,
532,Foires,FOIRE DE LA SAINTE-LUCE,Place Saint Jean d'Etampes La Brède - 33650,LA BREDE,33650,33,12 December 2026,,
533,Marchés de Noël,Marché de Noël de Saint-Médard-en-Jalles,,SAINT-MEDARD-EN-JALLES -,33160,33,12 December 2026,,
534,Concerts,K-pop forever !,,BORDEAUX -,33800,33,13 December 2026,,
535,Marchés de Noël,Marché de Noël Cadillac,24 Place de la République 33410 Cadillac,CADILLAC,33410,33,13 December 2026,,
536,Marchés de Noël,marché de Noël,Salle polyvalente,VIRSAC,33240,33,13 December 2026,,
537,Humour et one (wo)man show,Amandine lourdel,,BORDEAUX -,33800,33,16 December 2026,,
538,Concerts,Disiz,,BORDEAUX -,33800,33,16 December 2026,,
539,Concerts,Feu! chatterton,,BORDEAUX -,33800,33,17 December 2026,,
540,Danse,Carmen,,BORDEAUX -,33800,33,18 December 2026,,
541,Concerts,JOYCE JONATHAN,,CENON -,33150,33,18 December 2026,,
542,Humour et one (wo)man show,Michele laroque et kad merad,,BORDEAUX -,33800,33,19 December 2026,,
543,Coups de coeur,Don du sang,Pôle Simone Veil 26 rue Aurel Chazeau 33160 Saint-Medard-en-Jalles,SAINT-MEDARD-EN-JALLES,33160,33,22 December 2026,,
544,Messes,Eysines église-Saint-Martin d'Eysines Messe de Noel,église-Saint-Martin d'Eysines 33320 Eysines,EYSINES,33320,33,24 December 2026,,
545,Messes,Audenge Saint Paul Messe de Noel,Saint Paul 33980 Audenge,AUDENGE,33980,33,25 December 2026,,
546,Danse,Les quatre saisons - ballet,,BORDEAUX -,33800,33,27 December 2026,,
547,Concerts,Harry potter et le prince de sang-mele,,BORDEAUX -,33800,33,29 December 2026,,
548,Coups de coeur,Don du sang,Salle Antonin Larroque - centre Pierre Mendès France square du 19 mars 1962 - 33160 Saint-Médard-en-Jalles,SAINT-MEDARD-EN-JALLES,33160,33,30 December 2026,,
549,Loisirs et tourisme,Virtual room - bordeaux,,BORDEAUX -,33800,33,31 December 2026,,
550,Loisirs et tourisme,Escape hunt - bordeaux,,BORDEAUX -,33800,33,31 December 2026,,
551,Danse,Shen yun,,BORDEAUX -,33800,33,01 January 2027,,
552,Concerts,Jonathan Dassin,"Théâtre Femina 10, rue de Grassi 33000 BORDEAUX",BORDEAUX,33800,33,07 January 2027,07 February 2027,
553,Spectacles,Madagascar : Une Aventure Musicale,"Théâtre Femina 10, rue de Grassi 33000 BORDEAUX",BORDEAUX,33800,33,09 January 2027,04 April 2027,
554,Humour et one (wo)man show,Rodrigue,,BORDEAUX -,33800,33,10 January 2027,,
555,Concerts,Forever,"Arkéa Arena 48-50, avenue Jean Alfonsea 33270 FLOIRAC",FLOIRAC,33270,33,12 January 2027,07 February 2027,
556,Concerts,Formidable ! aznavour,,BORDEAUX -,33800,33,14 January 2027,,
557,Humour et one (wo)man show,Julien santini,,BORDEAUX -,33800,33,16 January 2027,,
558,Salons,Salon du Mariage de Bordeaux,palais des congrès,BORDEAUX,33800,33,16 January 2027,17 January 2027,
559,Concerts,Rhapsody of Fire + Serious Black,,CENON -,33150,33,17 January 2027,,
560,Concerts,Les musiques des films de miyazaki,,BORDEAUX -,33800,33,19 January 2027,,
561,Humour et one (wo)man show,Lou trotignon,,BORDEAUX -,33800,33,20 January 2027,,
562,Humour et one (wo)man show,Marine leonardi,,BORDEAUX -,33800,33,21 January 2027,,
563,Humour et one (wo)man show,Marine leonardi,,BORDEAUX -,33800,33,21 January 2027,,
564,Concerts,Grand corps malade,,BORDEAUX -,33800,33,22 January 2027,,
565,Concerts,Funky soul family,,BORDEAUX -,33800,33,22 January 2027,,
566,Spectacles,Mask Singer,"Théâtre Femina 10, rue de Grassi 33000 BORDEAUX",BORDEAUX,33800,33,23 January 2027,07 March 2027,
567,Humour et one (wo)man show,Thomas marty,,BORDEAUX -,33800,33,23 January 2027,,
568,Concerts,Jonathan dassin,,BORDEAUX -,33800,33,23 January 2027,,
569,Concerts,JONATHAN DASSIN,,BORDEAUX -,33800,33,23 January 2027,,
570,"Randonnées, Trail ou Running",Hostens Trails,Route de Bordeaux,LOUCHATS,33125,33,23 January 2027,,
571,Concerts,So floyd – the pink floyd show,,BORDEAUX -,33800,33,24 January 2027,,
572,Classique et opera,Levi.sct,,BORDEAUX -,33800,33,26 January 2027,,
573,Humour et one (wo)man show,Nawell madani,,BORDEAUX -,33800,33,27 January 2027,,
574,Humour et one (wo)man show,Leandre - sablier,,BORDEAUX -,33800,33,27 January 2027,,
575,Humour et one (wo)man show,Chicandier & mathou,,BORDEAUX -,33800,33,27 January 2027,,
576,Spectacles,CHICANDIER &amp; MATHOU,,BORDEAUX -,33800,33,27 January 2027,,
577,Humour et one (wo)man show,Berengere krief,,BORDEAUX -,33800,33,28 January 2027,,
578,Humour et one (wo)man show,Hugues lavigne,,BORDEAUX -,33800,33,28 January 2027,,
579,Cirques,Les etoiles du cirque de pekin - odyssee,,BORDEAUX -,33800,33,29 January 2027,,
580,Humour et one (wo)man show,Laurent baffie,,BORDEAUX -,33800,33,30 January 2027,,
581,Spectacle et comedie musicale,Mask singer,,BORDEAUX -,33800,33,31 January 2027,,
582,Spectacle et comedie musicale,Package mask singer,,BORDEAUX -,33800,33,31 January 2027,,
583,Concerts,Forever - tribute to michael jackson,,BORDEAUX -,33800,33,31 January 2027,,
584,Spectacles,MASK SINGER,,BORDEAUX -,33800,33,31 January 2027,,
585,Concerts,Linh,,BORDEAUX -,33800,33,03 February 2027,,
586,Concerts,Christophe mae,,BORDEAUX -,33800,33,03 February 2027,,
587,Fêtes locales,Fete des Boeufs Gras de Bazas,place de la Cathédrale 33036 Bazas,BAZAS,33430,33,04 February 2027,,
588,Humour et one (wo)man show,Akim omiri,,BORDEAUX -,33800,33,04 February 2027,,
589,Concerts,Kyo,,BORDEAUX -,33800,33,05 February 2027,,
590,Humour et one (wo)man show,Nash,,BORDEAUX -,33800,33,06 February 2027,,
591,Spectacle et comedie musicale,Madagascar une aventure musicale,,BORDEAUX -,33800,33,07 February 2027,,
592,Spectacles,Luc Langevin,"Arkéa Arena 48-50, avenue Jean Alfonsea 33270 FLOIRAC",FLOIRAC,33270,33,07 February 2027,23 February 2027,
593,Spectacle et comedie musicale,Luc langevin – l'illusionniste,,BORDEAUX -,33800,33,09 February 2027,,
594,Loisirs et tourisme,Escape the city - bordeaux,,BORDEAUX -,33800,33,09 February 2027,,
595,Humour et one (wo)man show,Dany boon,,BORDEAUX -,33800,33,12 February 2027,,
596,Concerts,REVNOIR,,BORDEAUX -,33800,33,12 February 2027,,
597,Spectacle et comedie musicale,Celtic legends,,BORDEAUX -,33800,33,13 February 2027,,
598,Spectacle et comedie musicale,Flashdance - the musical,,BORDEAUX -,33800,33,14 February 2027,,
599,"Randonnées, Trail ou Running",Trail Des Valentin,Fargues - 33210,FARGUES,33210,33,14 February 2027,,
600,Spectacle et comedie musicale,Mado fait son cabaret,,BORDEAUX -,33800,33,19 February 2027,,
601,Spectacle et comedie musicale,Mathieu stepson,,BORDEAUX -,33800,33,20 February 2027,,
602,Humour et one (wo)man show,Liliane blanco-binette,,BORDEAUX -,33800,33,23 February 2027,,
603,Humour et one (wo)man show,Veronic dicaire,,BORDEAUX -,33800,33,24 February 2027,,
604,Humour et one (wo)man show,Tom baldetti,,BORDEAUX -,33800,33,26 February 2027,,
605,Humour et one (wo)man show,49.3 nuances de rire,,BORDEAUX -,33800,33,02 March 2027,,
606,Concerts,Les wriggles,,BORDEAUX -,33800,33,03 March 2027,,
607,Spectacles,MARLENE SCHAFF,,CENON -,33150,33,04 March 2027,,
608,Humour et one (wo)man show,Jarry,,BORDEAUX -,33800,33,05 March 2027,,
609,Humour et one (wo)man show,David sun,,BORDEAUX -,33800,33,05 March 2027,,
610,Concerts,Les musiques de j.williams et h.zimmer,,BORDEAUX -,33800,33,06 March 2027,,
611,Humour et one (wo)man show,Camille chamoux,,BORDEAUX -,33800,33,07 March 2027,,
612,Théatres,Le ticket gagnant,,BORDEAUX -,33800,33,07 March 2027,,
613,Théatres,Les gros patinent bien,,BORDEAUX -,33800,33,09 March 2027,,
614,Concerts,Legende balavoine,,BORDEAUX -,33800,33,10 March 2027,,
615,Concerts,LEGENDE BALAVOINE,,BORDEAUX -,33800,33,10 March 2027,,
616,Concerts,Legende balavoine,,BORDEAUX -,33800,33,10 March 2027,,
617,Humour et one (wo)man show,Elisabeth buffet,,BORDEAUX -,33800,33,12 March 2027,,
618,Concerts,Hoshi,,BORDEAUX -,33800,33,12 March 2027,,
619,Humour et one (wo)man show,Djamil le shlag,,BORDEAUX -,33800,33,13 March 2027,,
620,Concerts,AYRON JONES,,BORDEAUX -,33800,33,13 March 2027,,
621,Concerts,L2b,,BORDEAUX -,33800,33,13 March 2027,,
622,Salons,"bourse salon aux minéraux, fossiles et pierres taillées",l'espace Lucie Aubrac,FLOIRAC,33270,33,13 March 2027,,
623,Concerts,Abba gold the concert show,,BORDEAUX -,33800,33,14 March 2027,,
624,"Randonnées, Trail ou Running",Course des vins km de Saint Emilion,Soutard,SAINT-EMILION,33330,33,14 March 2027,,
625,Humour et one (wo)man show,Guillaume guisset,,BORDEAUX -,33800,33,17 March 2027,,
626,Concerts,THE MUSE EXPERIENCE,,BORDEAUX -,33800,33,19 March 2027,,
627,Théatres,Comment draguer apres 50 ans,,BORDEAUX -,33800,33,20 March 2027,,
628,Messes,Messe des rameaux Saint Paul Audenge,Saint Paul,AUDENGE,33980,33,21 March 2027,,
629,Classique et opera,"Ekaterina frolova, violon",,BORDEAUX -,33800,33,23 March 2027,,
630,Humour et one (wo)man show,Laurent gerra,,BORDEAUX -,33800,33,24 March 2027,,
631,Fêtes locales,Fête patronale,33120 Arcachon,ARCACHON,33120,33,25 March 2027,,
632,Humour et one (wo)man show,Blandine lehout,,BORDEAUX -,33800,33,26 March 2027,,
633,Concerts,Ibrahim maalouf - 20 ans de live !,,BORDEAUX -,33800,33,26 March 2027,,
634,Foires,foire de Pâques,centre bourg Castillon-la-Bataille,CASTILLON-LA-BATAILLE,33350,33,29 March 2027,,
635,Activités enfants,Fête de Paques,CHÂTEAU LARRIVET HAUT-BRION Léognan - 33850,LEOGNAN,33850,33,29 March 2027,,
636,Loisirs et tourisme,Caliceo : bordeaux,,BORDEAUX -,33800,33,31 March 2027,,
637,Loisirs et tourisme,Caliceo : bordeaux - vitalite,,BORDEAUX -,33800,33,31 March 2027,,
638,Humour et one (wo)man show,Mehdi djaadi,,BORDEAUX -,33800,33,01 April 2027,,
639,Spectacles,MEHDI DJAADI,,CENON -,33150,33,01 April 2027,,
640,Concerts,Aldebert,,BORDEAUX -,33800,33,02 April 2027,,
641,Concerts,Aldebert,,BORDEAUX -,33800,33,02 April 2027,,
642,Humour et one (wo)man show,Pierre thevenoux,,BORDEAUX -,33800,33,08 April 2027,,
643,Humour et one (wo)man show,Walid jabbari,,BORDEAUX -,33800,33,09 April 2027,,
644,Théatres,FRANCOIS MALLET - HEUREUX SOIENT LES FELES,,BORDEAUX -,33800,33,09 April 2027,,
645,Humour et one (wo)man show,Benedicte bousquet,,BORDEAUX -,33800,33,10 April 2027,,
646,Spectacle et comedie musicale,Le roi soleil,,BORDEAUX -,33800,33,10 April 2027,,
647,Concerts,VALENTINA,,BORDEAUX -,33800,33,10 April 2027,,
648,Concerts,La musique du roi lion en concert,,BORDEAUX -,33800,33,12 April 2027,,
649,Concerts,The magical music of harry potter,,BORDEAUX -,33800,33,12 April 2027,,
650,Concerts,The music of hans zimmer & others,,BORDEAUX -,33800,33,13 April 2027,,
651,Concerts,Le seigneur des anneaux & le hobbit,,BORDEAUX -,33800,33,13 April 2027,,
652,Danse,Car/men,,BORDEAUX -,33800,33,15 April 2027,,
653,Humour et one (wo)man show,Arnaud demanche,,BORDEAUX -,33800,33,17 April 2027,,
654,Spectacles,ARNAUD DEMANCHE,,BORDEAUX -,33800,33,17 April 2027,,
655,Vide-greniers,Vide-greniers et marché aux puces,,BEAUTIRAN -,33640,33,18 April 2027,,
656,Concerts,Keen'v,,BORDEAUX -,33800,33,21 April 2027,,
657,Danse,Barbara - pietragalla,,BORDEAUX -,33800,33,22 April 2027,,
658,Spectacles,MAHÉ,,CENON -,33150,33,23 April 2027,,
659,Humour et one (wo)man show,Jesse,,BORDEAUX -,33800,33,24 April 2027,,
660,Humour et one (wo)man show,Nino arial,,BORDEAUX -,33800,33,24 April 2027,,
661,Spectacles,Le Cas Pucine,,CENON -,33150,33,24 April 2027,,
662,Fêtes locales,Fête de l'Asperge du Blayais,Place Principale,ETAULIERS,33820,33,25 April 2027,,
663,Concerts,Hubert felix thiefaine,,BORDEAUX -,33800,33,25 April 2027,,
664,Humour et one (wo)man show,Pablo mira,,BORDEAUX -,33800,33,27 April 2027,,
665,Concerts,Les goguettes,,BORDEAUX -,33800,33,29 April 2027,,
666,Vide-greniers,Vide-greniers et marché aux puces,,CESTAS -,33610,33,01 May 2027,,
667,Vide-greniers,Vide-greniers et marché aux puces,,GRADIGNAN -,33170,33,01 May 2027,,
668,Vide-greniers,Vide-greniers et marché aux puces,dans le pré à côté de la crèche et de l'école,CAMPS-SUR-L'ISLE,33660,33,01 May 2027,,
669,Vide-greniers,Vide-greniers et marché aux puces,,MERIGNAC -,33700,33,01 May 2027,,
