,theme,nom_event,adresse,ville,cp,dep,date_d,date_f,site_web
31,Marchés,Marché mercredi,"place du Marêchal Foch, à coté de la mairie",SAINT-LEU-LA-FORET,95320,95,24 June 2026,,
32,Marchés,Marché mercredi,Place Mendes France,SAINT-OUEN-L'AUMONE,95310,95,24 June 2026,,
33,Marchés,Marché Village mercredi,Place Stalingrad,SARCELLES,95200,95,24 June 2026,,
34,Marchés,Marché mercredi,Rue Carnot,SOISY-SOUS-MONTMORENCY,95230,95,24 June 2026,,
35,Marchés,Marché mercredi,place Pierre-Salvi,VIARMES,95270,95,24 June 2026,,
36,Marchés,marché d'Arnouville jeudi,Avenue Denis Papin,ARNOUVILLE,95400,95,25 June 2026,,
37,Marchés,Marché jeudi,halle couverte,AUVERS-SUR-OISE,95760,95,25 June 2026,,
38,Marchés,Marché municipal jeudi,Chaussée Jules Cesar,BEAUCHAMP,95250,95,25 June 2026,,
39,Marchés,Pizza à emporter,Place du Soleil Levant,GRISY-LES-PLATRES,95810,95,25 June 2026,,
40,Marchés,Marché jeudi,place du château,BEAUMONT-SUR-OISE,95260,95,25 June 2026,,
41,Marchés,Marché jeudi,Rue Maurice Berteaux,BEZONS,95870,95,25 June 2026,,
42,Marchés,Marché des Mortefontaines jeudi,Avenue Mathieu Chazotte,DEUIL-LA-BARRE,95170,95,25 June 2026,,
43,Marchés,Marché jeudi,Avenue Jean Jaures,DOMONT,95330,95,25 June 2026,,
44,Marchés,Marché jeudi,Place VERDUN,ENGHIEN-LES-BAINS,95880,95,25 June 2026,,
45,Marchés,Marché jeudi,place de la challe,ERAGNY,95610,95,25 June 2026,,
46,Annonces cyclistes et cyclosportives,la roue du changement,Centre des finances publiques d'Ermont 421 rue Jean Richepin,ERMONT,95120,95,25 June 2026,,
47,Marchés,Le marché de la Gare,Place de la Gare,FRANCONVILLE,95130,95,25 June 2026,,
48,Marchés,Marché jeudi,Place de la Gare,LA FRETTE-SUR-SEINE,95530,95,25 June 2026,,
49,Marchés,Marché Saint-Just jeudi,Place du Marché St-Just,GARGES-LES-GONESSE,95140,95,25 June 2026,,
50,Marchés,Marché jeudi,Rue Pasteur et Waracquier,GROSLAY,95410,95,25 June 2026,,
51,Marchés,Marché jeudi,Rue du Marché,LOUVRES,95380,95,25 June 2026,,
52,Marchés,marché hebdomadaire,la place de la mairie Montgeroult - 95650,MONTGEROULT,95650,95,25 June 2026,,
53,Marchés,MARCHÉ JEUDI,Pierrelaye rue des Jardins,PIERRELAYE,95480,95,25 June 2026,,
54,Marchés,Marché jeudi,Place du Général Leclerc,SANNOIS,95110,95,25 June 2026,,
55,Marchés,jours de marché,Place des Marchands à 95490 Vauréal,VAUREAL,95490,95,25 June 2026,,
56,Marchés bio,Marché Bio Colonie Argenteuil,place Aristide Briand,ARGENTEUIL,95100,95,26 June 2026,,
57,Marchés,Marché Héloise,Centre Ville Bd Héloise,ARGENTEUIL,95100,95,26 June 2026,,
58,Marchés,Marché Val d'Argent,Val d'Argent Nord,ARGENTEUIL,95100,95,26 June 2026,,
59,Marchés,Marchés Place de la gare,Place de la gare Presles - 95590,PRESLES,95590,95,26 June 2026,,
60,Marchés,Le marché,place de la mairie Vétheuil - 95780,VETHEUIL,95780,95,26 June 2026,,
61,Marchés,marché d'Arnouville vendredi,Avenue Denis Papin,ARNOUVILLE,95400,95,26 June 2026,,
62,Marchés,Marché vendredi,Place de la Halle,HERBLAY,95220,95,26 June 2026,,
63,Marchés,Marché couvert Rue Dambry 95290 L'Isle-Adam,Marché Halle couverte vendredi,L'ISLE-ADAM,95290,95,26 June 2026,,
64,Marchés,Marché dimanche,à la Halle,LUZARCHES,95270,95,26 June 2026,,
65,Marchés,Marché vendredi,Place du Marché,MONTSOULT,95560,95,26 June 2026,,
66,Marchés,MARCHÉ DE LA GARE,Place du Général de Gaulle,PONTOISE,95300,95,26 June 2026,,
67,Marchés,MARCHÉ DES CORDELIERS vendredi,Place Van Gogh,PONTOISE,95300,95,26 June 2026,,
68,Marchés,marché Grand ensemble vendredi,Avenue Juliot Curie,SARCELLES,95200,95,26 June 2026,,
69,Marchés,Marché vendredi,Rue Carnot,SOISY-SOUS-MONTMORENCY,95230,95,26 June 2026,,
70,Marchés,Marché vendredi,Marché Neuf Halle Couverte,TAVERNY,95150,95,26 June 2026,,
71,Marchés,Marché vendredi,Place Gounod,VILLIERS-LE-BEL,95400,95,26 June 2026,,
72,Marchés,Marché Coteaux,Les Coteaux Rue de la Grande Voie,ARGENTEUIL,95100,95,27 June 2026,,
73,Marchés,Marché Champioux,Boulevard du Général Delambre,ARGENTEUIL,95100,95,27 June 2026,,
74,Marchés,Marché Colonie,Place Aristide Briand,ARGENTEUIL,95100,95,27 June 2026,,
75,Marchés,Marché samedi,place du château,BEAUMONT-SUR-OISE,95260,95,27 June 2026,,
76,Marchés,Marché samedi,Place du 30 aout,BESSANCOURT,95550,95,27 June 2026,,
77,Marchés,Marché samedi,Halle Rue Ferdinand Lesseps,BOUFFEMONT,95570,95,27 June 2026,,
78,Marchés,Marché Axe Majeur samedi,place du marché,CERGY,95800,95,27 June 2026,,
79,Marchés,Marché samedi,Avenue M Berteaux,CORMEILLES-EN-PARISIS,95240,95,27 June 2026,,
80,Marchés,Marché des Mortefontaines samedi,Avenue Mathieu Chazotte,DEUIL-LA-BARRE,95170,95,27 June 2026,,
81,Marchés,Le marché les samedis matins,place Gallieni Saint-Brice-sous-Forêt - 95350,SAINT-BRICE-SOUS-FORET,95350,95,27 June 2026,,
82,Marchés,Marché samedi,Place VERDUN,ENGHIEN-LES-BAINS,95880,95,27 June 2026,,
83,Marchés,Marché samedi,place de la challe,ERAGNY,95610,95,27 June 2026,,
84,Marchés,Marché samedi,Rue Saint Flaive Prolongée,ERMONT,95120,95,27 June 2026,,
85,Marchés,Marché samedi,Place de la Gare,EZANVILLE,95460,95,27 June 2026,,
86,Marchés,Marché centre-ville samedi,halle et place du 19-Mars-1962,FOSSES,95470,95,27 June 2026,,
87,Marchés,Le marché du centre samedi,Centre Ville Marché du mail,FRANCONVILLE,95130,95,27 June 2026,,
88,Marchés,Marché du rond-point samedi,Centre Commercial de l'Hôtel de Ville,GARGES-LES-GONESSE,95140,95,27 June 2026,,
89,Marchés,Marché de la Charmeuse samedi,Place de la Charmeuse,GOUSSAINVILLE,95190,95,27 June 2026,,
90,Marchés,Marché du weekend,place du café des images,HEROUVILLE,95300,95,27 June 2026,,
91,Marchés,MARCHÉ COUVERT,MARCHÉ COUVERT RUE DE LA MARECHE Menucourt - 95180,MENUCOURT,95180,95,27 June 2026,,
92,Marchés,Marché samedi,3 Avenue Aristide Maillol 95370&nbsp;Montigny-lès-Cormeilles,MONTIGNY-LES-CORMEILLES,95370,95,27 June 2026,,
93,Marchés,Marché Hebdomadaire,Chaussée Julles César,LE PLESSIS-BOUCHARD,95130,95,27 June 2026,,
94,Marchés,MARCHÉ DU CENTRE-VILLE,Place de l'Hotel de Ville,PONTOISE,95300,95,27 June 2026,,
95,Marchés,LE STAND DES PRODUITS DU VEXIN,Place Notre Dame,PONTOISE,95300,95,27 June 2026,,
96,Marchés,LE MARCHÉ,place du Pays de France Roissy-en-France - 95700,ROISSY-EN-FRANCE,95700,95,27 June 2026,,
97,Marchés,Marché samedi,"place du Marêchal Foch, à coté de la mairie",SAINT-LEU-LA-FORET,95320,95,27 June 2026,,
98,Marchés,Marché Village samedi,Place Stalingrad,SARCELLES,95200,95,27 June 2026,,
99,Marchés,Marché samedi,place Pierre-Salvi,VIARMES,95270,95,27 June 2026,,
100,Marchés,Marché Héloise,Centre Ville Bd Héloise,ARGENTEUIL,95100,95,28 June 2026,,
101,Marchés,marché d'Arnouville dimanche,Avenue Denis Papin,ARNOUVILLE,95400,95,28 June 2026,,
102,Marchés,Marché dimanche,halle couverte,AUVERS-SUR-OISE,95760,95,28 June 2026,,
103,Marchés,Marché municipal dimanche,Chaussée Jules Cesar,BEAUCHAMP,95250,95,28 June 2026,,
104,"Randonnées, Trail ou Running",randonnée,,LUZARCHES -,95270,95,28 June 2026,,
105,Marchés,Marché dimanche,Rue Maurice Berteaux,BEZONS,95870,95,28 June 2026,,
106,Marchés,marché des Hauts,place des Trois Gares,CERGY,95800,95,28 June 2026,,
107,Marchés,LE MARCHE DU DIMANCHE,place de la mairie à Char,CHARS,95750,95,28 June 2026,,
108,Marchés,Marché dimanche,Avenue Jean Jaures,DOMONT,95330,95,28 June 2026,,
109,Marchés,Le marché de l’Épine-Guyon,parvis du centre commercial Montédour,FRANCONVILLE,95130,95,28 June 2026,,
110,Marchés,Marché dimanche,Place de la Gare,LA FRETTE-SUR-SEINE,95530,95,28 June 2026,,
111,Marchés,Marché Saint-Just dimanche,Place du Marché St-Just,GARGES-LES-GONESSE,95140,95,28 June 2026,,
112,Marchés,Marché dimanche,Rue Pasteur et Waracquier,GROSLAY,95410,95,28 June 2026,,
113,Marchés,Marché dimanche,Place de la Halle,HERBLAY,95220,95,28 June 2026,,
114,Marchés,Marché couvert Rue Dambry 95290 L'Isle-Adam,Marché Halle couverte Dimanche,L'ISLE-ADAM,95290,95,28 June 2026,,
115,Marchés,Marché,place du bien-être Jouy-le-Moutier - 95280,JOUY-LE-MOUTIER,95280,95,28 June 2026,,
116,Marchés,Marché dimanche,Rue du Marché,LOUVRES,95380,95,28 June 2026,,
117,Marchés,Marché vendredi,à la Halle,LUZARCHES,95270,95,28 June 2026,,
118,Marchés,marché de Marines,Maréchal Leclerc,MARINES,95640,95,28 June 2026,,
119,Marchés,Marché dimanche,place Roger Levanneur,MONTMORENCY,95160,95,28 June 2026,,
120,Marchés,Marché dimanche,Place du Marché,MONTSOULT,95560,95,28 June 2026,,
121,Marchés,Marché Hebdomadaire,place des impressionnistes,OSNY,95520,95,28 June 2026,,
122,Marchés,Marché dimanche,Place du Marché Ave Gaston,PERSAN,95340,95,28 June 2026,,
123,Marchés,Marché dimanche,Place Roger Salengro,SAINT-GRATIEN,95210,95,28 June 2026,,
124,Marchés,Marché dimanche,Place Mendes France,SAINT-OUEN-L'AUMONE,95310,95,28 June 2026,,
125,Marchés,Marché dimanche,Place du Général Leclerc,SANNOIS,95110,95,28 June 2026,,
126,Marchés,marché Grand ensemble dimanche,Avenue Juliot Curie,SARCELLES,95200,95,28 June 2026,,
127,Marchés,Marché dimanche,Rue Carnot,SOISY-SOUS-MONTMORENCY,95230,95,28 June 2026,,
128,Marchés,Marché dimanche,Marché Neuf Halle Couverte,TAVERNY,95150,95,28 June 2026,,
129,Marchés,MARCHÉ MENSUEL,place de l’église Attainville - 95570,ATTAINVILLE,95570,95,01 July 2026,,
130,Brocantes,BROCANTE MENSUELLE ABLEIGES,DOMAINE D’ABLEIGES,ABLEIGES,95450,95,02 July 2026,,
131,Manifestations Automobiles,RV Mensuel autos MONTMORENCY,"2 place de l’auditoire, 95160 Montmorency",MONTMORENCY,95160,95,03 July 2026,,
132,Manifestations Automobiles,Mensuel autos anciennes BOUFFEMONT,"parking du centre culturel, 1 rue Jean-Baptiste Clément Bouffémont - 95570",BOUFFEMONT,95570,95,03 July 2026,,
133,Manifestations Automobiles,Rassemblement mensuel de l’ARMCOP,Parking de la Mairie - Rue de la Mairie,BEZONS,95870,95,03 July 2026,,
134,Marchés de Producteurs,Marché mensuel des producteurs locaux,95710 Chaussy,CHAUSSY,95710,95,03 July 2026,,
135,Festivals,Do you remember paris - pass 1 jour,,MERIEL -,95630,95,03 July 2026,,
136,Festivals,Do you remember paris - pass 3 jours,,MERIEL -,95630,95,03 July 2026,,
137,Festivals,Do you remember paris - pass 2 jours,,MERIEL -,95630,95,03 July 2026,,
138,Marchés de Producteurs,Marché mensuel des producteurs locaux,"Place du village, Omerville, France",OMERVILLE,95420,95,03 July 2026,,
139,Manifestations Automobiles,Rassemblement mensuel Automobiles Anciennes,Le Plessis-Bouchard (95) - Parc du centre culturel,LE PLESSIS-BOUCHARD,95130,95,03 July 2026,,
140,Fêtes locales,Fiesta Village,Coeur village Persan,PERSAN,95340,95,04 July 2026,,
141,Marchés de Producteurs,Marché de producteurs et créateurs,"Place de la Mairie , Bernes-sur-Oise, France",BERNES-SUR-OISE,95340,95,05 July 2026,,
142,Feux d'artifice,Fête nationale,Coeur village Persan,PERSAN,95340,95,13 July 2026,,
143,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Herblay,HERBLAY,95220,95,13 July 2026,,
144,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Montmorency,MONTMORENCY,95160,95,13 July 2026,,
145,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Osny,OSNY,95520,95,13 July 2026,,
146,Feux d'artifice,Feux d'artifice - 14 JUILLET célébrer la fête nationale,village,CORMEILLES-EN-PARISIS,95240,95,14 July 2026,,
147,Feux d'artifice,Feux d'artifice - 14 JUILLET célébrer la fête nationale,Place de la mairie,EAUBONNE,95600,95,14 July 2026,,
148,Feux d'artifice,Les festivités du 14 juillet,salle Jacques Brel Gonesse - 95500,GONESSE,95500,95,14 July 2026,,
149,Feux d'artifice,Feux d'artifice - 14 JUILLET célébrer la fête nationale,Parc Rosy Varte rue Gabriel Fauveau Groslay,GROSLAY,95410,95,14 July 2026,,
150,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Pontoise,PONTOISE,95300,95,14 July 2026,,
151,Salons,forum des associations,,LUZARCHES -,95270,95,05 September 2026,,
152,Salons,Forum des associations,Coeur village Persan,PERSAN,95340,95,05 September 2026,,
153,Salons,forum des associations,Coeur de village,MERY-SUR-OISE,95540,95,06 September 2026,,
154,Spectacle et comedie musicale,Festival de feux d'artifice,,SOISY-SOUS-MONTMORENCY -,95230,95,12 September 2026,,
155,Fêtes locales,Fête à Pagnon,place du Pothuis,BEAUMONT-SUR-OISE,95260,95,12 September 2026,,
156,Vide-greniers,Vide-Grenier,Parking République Haut Domont,PERSAN,95340,95,12 September 2026,,
157,Concerts,Les fatals picards,,VAUREAL -,95490,95,12 September 2026,,
158,Fêtes locales,fête de la ville,Coeur village Persan,PERSAN,95340,95,19 September 2026,,
159,Brocantes,brocante Lions Club,,ENGHIEN-LES-BAINS -,95880,95,20 September 2026,,
160,Fêtes locales,FETE DU BOUDIN,"terrain de foot, rue de Nointel",MOURS,95260,95,26 September 2026,,
161,Concerts,FOLIE'S + 1ÈRE PARTIE,,SANNOIS -,95110,95,26 September 2026,,
162,Jeux-sports,Ceilidh et Highland game,,LUZARCHES -,95270,95,26 September 2026,,
163,Spectacles,Michèle Laroque & Kad Merad,Casino Barrière Enghien 3 avenue de Ceinture 95880 ENGHIEN-LES-BAINS,ENGHIEN-LES-BAINS,95880,95,01 October 2026,19 December 2026,
164,Concerts,LILLY WOOD AND THE PRICK + 1ÈRE PARTIE,,SANNOIS -,95110,95,03 October 2026,,
165,Parc,Parc aventure land,,MAGNY-EN-VEXIN -,95420,95,04 October 2026,,
166,"Randonnées, Trail ou Running",Les Foulées Gonessiennes,Gonesse - 95500,GONESSE,95500,95,04 October 2026,,
167,Concerts,NeS + 1ÈRE PARTIE,,SANNOIS -,95110,95,09 October 2026,,
168,Fêtes médiévales,Fête médiévale,Asnières-sur-Oise,ASNIERES-SUR-OISE,95270,95,10 October 2026,,
169,Marchés de Producteurs,Marché des producteurs et des terroirs,Sannois (95) - place du Général Leclerc,SANNOIS,95110,95,10 October 2026,,
170,Concerts,Soviet suprem,,VAUREAL -,95490,95,17 October 2026,,
171,Parc,Sherwood parc - accès parc,,VIARMES -,95270,95,01 November 2026,,
172,Concerts,Senser,,VAUREAL -,95490,95,06 November 2026,,
173,Fêtes,Fête de la Châtaigne,39 rue des deux piliers,SAINT-BRICE-SOUS-FORET,95350,95,11 November 2026,,
174,Foires,Pontoise Foire Saint Martin,ville,PONTOISE,95300,95,11 November 2026,,
175,Marchés de Noël,Marché de Noel,Place de la mairie - Rue du Général de Gaulle,AUVERS-SUR-OISE,95760,95,21 November 2026,,
176,Salons,salon des vins et du terroir,Salle Léo Lagrange à Beaumont-sur-Oise,BEAUMONT-SUR-OISE,95260,95,21 November 2026,,
177,Concerts,The stranglers,,VAUREAL -,95490,95,03 December 2026,,
178,Marchés de Noël,Marché de Noel,Place du marché et salle des fêtes 153 chaussée Jules César 95250Beauchamp,BEAUCHAMP,95250,95,05 December 2026,,
179,Salons,Salon des Vins et Produits du Terroir,complexe sportif de la prairie,EZANVILLE,95460,95,05 December 2026,,
180,Evènements Téléthon,TELETHON BELLOY-EN-FRANCE,TELETHON BELLOY-EN-FRANCE,BELLOY-EN-FRANCE,95270,95,05 December 2026,,
181,Marchés de Noël,Marché de l’Avent,Salle Jean Vilar - Rue Pierre Brossolette,LE PLESSIS-BOUCHARD,95130,95,05 December 2026,,
182,Lotos Quines et Rifles,LOTO de Noël,17 Rue Verte,BERNES-SUR-OISE,95340,95,06 December 2026,,
183,Marchés de Noël,Marché de Noël,Parc de la Mairie,DOMONT,95330,95,12 December 2026,,
184,Marchés de Noël,Marché de Noel,place de la mairie,EZANVILLE,95460,95,12 December 2026,,
185,Marchés de Producteurs,marché du terroir,,LUZARCHES -,95270,95,13 December 2026,,
186,Marchés de Noël,Marché de Noël Marines,Place de la Mairie / Salle Ledanseur / Ecole Paul Cézanne,MARINES,95640,95,19 December 2026,,
187,Loisirs et tourisme,Abbaye de royaumont,,ASNIERES-SUR-OISE -,95270,95,31 December 2026,,
188,Manifestations Automobiles,Bourse auto moto EZANVILLE,complexe sportif de la prairie,EZANVILLE,95460,95,09 January 2027,,
189,"Randonnées, Trail ou Running",LE TRAIL des Marcassins,,SAINT-BRICE-SOUS-FORET -,95350,95,10 January 2027,,
190,Salons,Salon des Collectionneurs,25 Rue Taillepied,SARCELLES,95200,95,30 January 2027,,
191,Vide-greniers,foire à tout Pâques,rue de la Boutrolle 95420 Nucourt,NUCOURT,95420,95,28 March 2027,,
192,Brocantes,brocante de Pâques,,VIARMES -,95270,95,29 March 2027,,
193,Vide-greniers,BROCANTE DE PÂQUES - L'ISLE-ADAM (95),Quartier de Nogent,L'ISLE-ADAM,95290,95,29 March 2027,,
194,Loisirs et tourisme,Caliceo : cormeilles-en-parisis,,CORMEILLES-EN-PARISIS -,95240,95,31 March 2027,,
195,Loisirs et tourisme,Caliceo cormeilles-en-parisis - vitalite,,CORMEILLES-EN-PARISIS -,95240,95,31 March 2027,,
196,Brocantes,Brocante de printemps à Chaussy,"95710 Chaussy, Val d'Oise, Ile-de-France",CHAUSSY,95710,95,18 April 2027,,
197,Vide-greniers,Brocante du 1er Mai,Rue de la Libération,COURCELLES-SUR-VIOSNE,95650,95,01 May 2027,,
198,Vide-greniers,Vide-greniers et marché aux puces,,SURVILLIERS -,95470,95,01 May 2027,,
199,Vide-greniers,Vide-greniers et marché aux puces,Rues du village et place de l'église,WY-DIT-JOLI-VILLAGE,95420,95,01 May 2027,,
200,Brocantes,Brocante,Foyer Rural de Mareil Mareil-en-France - 95850,MAREIL-EN-FRANCE,95850,95,10 May 2027,,
201,Vide-greniers,Brocante de l'Ascension,avenue des Diablots,SAINT-LEU-LA-FORET,95320,95,14 May 2027,,
202,Expositions,Peintres dans les rues,Cœur de ville,BEAUMONT-SUR-OISE,95260,95,16 May 2027,,
203,Festivals,Rencontres d'Ici et d'Ailleurs,Garges-lès-Gonesse,GARGES-LES-GONESSE,95140,95,16 May 2027,,
204,Brocantes,ODER 95: La grande brocante d'entraide,Montmorency (95),MONTMORENCY,95160,95,17 May 2027,,
205,Salons,rencontres métiers d'art,Château de Méry sur Oise,MERY-SUR-OISE,95540,95,23 May 2027,,
206,Fêtes locales,fête de la ville,Coeur de village,MERY-SUR-OISE,95540,95,24 May 2027,,
207,Fêtes médiévales,Les Médiévales de Méry,parc du château Méry-sur-Oise - 95540,MERY-SUR-OISE,95540,95,24 May 2027,,
208,Vide-greniers,BROCANTE DE PENTECOTE,Centre-ville,L'ISLE-ADAM,95290,95,25 May 2027,,
209,Fêtes foraines,fête foraine,place de la République,LUZARCHES,95270,95,06 June 2027,,
210,Brocantes,Brocante du fort,FORT DE CORMEILLES EN PARISIS,CORMEILLES-EN-PARISIS,95240,95,07 June 2027,,
211,Vide-greniers,Brocante des Cordeliers,,ENNERY -,95300,95,13 June 2027,,
212,Marchés de Producteurs,Marché des producteurs et des terroirs,Sannois (95) - place du Général Leclerc,SANNOIS,95110,95,13 June 2027,,
213,Brocantes,brocante de Marines,village,MARINES,95640,95,14 June 2027,,
214,Marchés aux puces,Braderie annuelle,51 avenue Pasteur,BEAUCHAMP,95250,95,20 June 2027,,
