,theme,nom_event,adresse,ville,cp,dep,date_d,date_f,site_web
30,Marchés,Marché samedi,"2ter, avenue de l’Europe",SEVRES,92310,92,20 June 2026,,
31,Marchés,marché Zola samedi,place du Général Leclerc,SURESNES,92150,92,20 June 2026,,
32,Marchés,Marché couvert samedi,rue Antoine Frattaci,VANVES,92170,92,20 June 2026,,
33,Fêtes locales,fête des Étangs,Au bord des Etangs Corots,VILLE-D'AVRAY,92410,92,20 June 2026,,
34,Marchés bio,marché bio,place Condorcet,BOURG-LA-REINE,92340,92,21 June 2026,,
35,Marchés,Marché dimanche,Place du marché,ANTONY,92160,92,21 June 2026,,
36,Marchés,MARCHE DU CENTRE dimanche,Halle Place du 11 novembre,MALAKOFF,92240,92,21 June 2026,,
37,Marchés,Marché Flachat&nbsp;dimanche,Marché Couvert rue H. Martin,ASNIERES-SUR-SEINE,92600,92,21 June 2026,,
38,Marchés,Marché des Quatre routes&nbsp;&nbsp;dimanche,"372, avenue d’Argenteuil",ASNIERES-SUR-SEINE,92600,92,21 June 2026,,
39,Marchés,Marché des Victoires&nbsp;&nbsp;dimanche,Place des Victoires,ASNIERES-SUR-SEINE,92600,92,21 June 2026,,
40,Marchés,marché Léo-Ferré dimanche,Halle Léo Ferre Rue C. Michels,BAGNEUX,92220,92,21 June 2026,,
41,Marchés,Marché des Sablons dimanche,Place des Sablons,NEUILLY-SUR-SEINE,92200,92,21 June 2026,,
42,Marchés,Marché Windsor dimanche,Halle 5 Rue Windsor,NEUILLY-SUR-SEINE,92200,92,21 June 2026,,
43,Marchés,Marché Escudier dimanche,Halle Bd J. Jaures,BOULOGNE-BILLANCOURT,92100,92,21 June 2026,,
44,Concerts,Bébé Concert,Auditorium de La Seine Musicale Ile Seguin 92100 BOULOGNE-BILLANCOURT,BOULOGNE-BILLANCOURT,92100,92,21 June 2026,,
45,Marchés,Marché Coeur de ville dimanche,Halle Rue Gabriel Péri,CHATILLON,92320,92,21 June 2026,,
46,Marchés,marché de Chaville dimanche,nouvelle halle et sur la place du Marché,CHAVILLE,92370,92,21 June 2026,,
47,Marchés,Marché de la Fourche dimanche,"6, rue Pierre Baudry",CLAMART,92140,92,21 June 2026,,
48,Marchés,Marché du Centre dimanche,Halle Place du Marché,CLICHY,92110,92,21 June 2026,,
49,Marchés,Marché de Lorraine diamcnhe,Halle Bd du Gal Leclerc,CLICHY,92110,92,21 June 2026,,
50,Marchés,Marché du Centre Dimanche,Halle Pl Henri Neveu,COLOMBES,92700,92,21 June 2026,,
51,Marchés,Marché du Petit-Colombes Dimanche,Halle Gabriel Péri,COLOMBES,92700,92,21 June 2026,,
52,Marchés,Marché Charras dimanche,Halle Rue de l'Alma,COURBEVOIE,92400,92,21 June 2026,,
53,Marchés,Marché des Vallées dimanche,Halle Rue du 8 mai 45,LA GARENNE-COLOMBES,92250,92,21 June 2026,,
54,Marchés,Marché du Village dimanche,rue Pierre Timbaud,GENNEVILLIERS,92230,92,21 June 2026,,
55,Marchés,Marché Corentin Celton dimanche,Place Paul Vaillant Couturier,ISSY-LES-MOULINEAUX,92130,92,21 June 2026,,
56,Marchés,Marché Hôtel de Ville dimanche,Halle Place H Barbusse,LEVALLOIS-PERRET,92300,92,21 June 2026,,
57,Marchés,Halle de Maison Rouge dimanche,Rue Lavoisier,MEUDON,92190,92,21 June 2026,,
58,Marchés,Marché Hebdomadaire dimanche,Place Henry-Wolf,MEUDON,92190,92,21 June 2026,,
59,Marchés,Marché Victor Hugo dimanche,Rue Victor Hugo,MONTROUGE,92120,92,21 June 2026,,
60,Marchés,Marché Picasso dimanche,av Pablo Picasso,NANTERRE,92000,92,21 June 2026,,
61,Marchés,MARCHÉ DU CENTRE dimanche,Halle Place du Mal Foch,NANTERRE,92000,92,21 June 2026,,
62,Marchés,MARCHÉ CHARLES DE GAULLE dimanche,Place Ch de Gaulle,NANTERRE,92000,92,21 June 2026,,
63,Marchés,Grand Marché dimanche,Halle Place du 8 mai 45,LE PLESSIS-ROBINSON,92350,92,21 June 2026,,
64,Marchés,Marché Chantecoq dimanche,"41 à 59 bis, rue Eugène Eichenberger",PUTEAUX,92800,92,21 June 2026,,
65,Marchés,Marché des Godardes dimanche,59 avenue du Président Pompidou,RUEIL-MALMAISON,92500,92,21 June 2026,,
66,Marchés,Marché bio dimanche,place de l'Église,RUEIL-MALMAISON,92500,92,21 June 2026,,
67,Marchés bio,Marché Marcel Noutary,place Marcel Noutary,RUEIL-MALMAISON,92500,92,21 June 2026,,
68,Marchés,Marché des Milons dimanche,Bd Sénard,SAINT-CLOUD,92210,92,21 June 2026,,
69,Marchés bio,Marché Bio,centre-ville,SCEAUX,92330,92,21 June 2026,,
70,Marchés,Marché dimanche,"2ter, avenue de l’Europe",SEVRES,92310,92,21 June 2026,,
71,Marchés,marché Caron dimanche,Place Jean Jaurès,SURESNES,92150,92,21 June 2026,,
72,Marchés,marché de Vaucresson dimanche,parking du centre,VAUCRESSON,92420,92,21 June 2026,,
73,Marchés,Marché dimanche,Place Charles de Gaulle,VILLE-D'AVRAY,92410,92,21 June 2026,,
74,Marchés,Marché dimanche,Rue Henri Barbusse,VILLENEUVE-LA-GARENNE,92390,92,21 June 2026,,
75,Concerts,Iron maiden,,NANTERRE -,92000,92,22 June 2026,,
76,Marchés,MARCHÉ DU CENTRE lundi,Halle Pl F Faure,BOIS-COLOMBES,92270,92,22 June 2026,,
77,Marchés,Marché du Luth&nbsp;Lundi,avenue du Luth,GENNEVILLIERS,92230,92,22 June 2026,,
78,Marchés,Marché des Agnettes lundi,,GENNEVILLIERS -,92230,92,22 June 2026,,
79,Concerts,IRON MAIDEN,,NANTERRE -,92000,92,22 June 2026,,
80,Marchés,Marché mardi,Place du marché,ANTONY,92160,92,23 June 2026,,
81,Marchés,Marché Flachat mardi,Marché Couvert rue H. Martin,ASNIERES-SUR-SEINE,92600,92,23 June 2026,,
82,Marchés,Marché de la République&nbsp;mardi,Halle Pl de la République,ASNIERES-SUR-SEINE,92600,92,23 June 2026,,
83,Bals Danses,Rock'nroll au Sharky's,Sharky's 35 Avenue Foch 92250 La Garenne Colombes,LA GARENNE-COLOMBES,92250,92,23 June 2026,,
84,Marchés,Marché Escudier mardi,Halle Bd J. Jaures,BOULOGNE-BILLANCOURT,92100,92,23 June 2026,,
85,Marchés,Marché du centre ville mardi,Rue Jean Longuet,CHATENAY-MALABRY,92290,92,23 June 2026,,
86,Marchés,marché de Chaville mardi,nouvelle halle et sur la place du Marché,CHAVILLE,92370,92,23 June 2026,,
87,Marchés,Marché du Trosy mardi,Halle Rue P.V.Couturier,CLAMART,92140,92,23 June 2026,,
88,Marchés,Marché de Lorraine mardi,Halle Bd du Gal Leclerc,CLICHY,92110,92,23 June 2026,,
89,Marchés,Marché du Centre Mardi,Halle Pl Henri Neveu,COLOMBES,92700,92,23 June 2026,,
90,Marchés,Marché du Petit-Colombes Mardi,Halle Gabriel Péri,COLOMBES,92700,92,23 June 2026,,
91,Marchés,Le marché couvert mardi,Halle Pierre Million-Rousseau,FONTENAY-AUX-ROSES,92260,92,23 June 2026,,
92,Marchés,Marché des Vallées mardi,Halle Rue du 8 mai 45,LA GARENNE-COLOMBES,92250,92,23 June 2026,,
93,Marchés,Marché du Village mardi,rue Pierre Timbaud,GENNEVILLIERS,92230,92,23 June 2026,,
94,Marchés,Marché Corentin Celton mardi,Place Paul Vaillant Couturier,ISSY-LES-MOULINEAUX,92130,92,23 June 2026,,
95,Marchés,Marché République mardi,Esplanade de l’Hôtel de Ville,ISSY-LES-MOULINEAUX,92130,92,23 June 2026,,
96,Marchés,Marché Hôtel de Ville mardi,Halle Place H Barbusse,LEVALLOIS-PERRET,92300,92,23 June 2026,,
97,Marchés,Halle de Maison Rouge mardi,Rue Lavoisier,MEUDON,92190,92,23 June 2026,,
98,Marchés,Marché Hebdomadaire mardi,Place Henry-Wolf,MEUDON,92190,92,23 June 2026,,
99,Marchés,MARCHÉ DU CENTRE mardi,Halle Place du Mal Foch,NANTERRE,92000,92,23 June 2026,,
100,Marchés,Grand Marché mardi,Halle Place du 8 mai 45,LE PLESSIS-ROBINSON,92350,92,23 June 2026,,
101,Marchés,Marché de Buzenval mardi,Place Henri Regnault,RUEIL-MALMAISON,92500,92,23 June 2026,,
102,Marchés,Marché du centre-ville mardi,Place Jean Jaures,RUEIL-MALMAISON,92500,92,23 June 2026,,
103,Marchés,Marché mardi,"2ter, avenue de l’Europe",SEVRES,92310,92,23 June 2026,,
104,Marchés,Marché couvert mardi,rue Antoine Frattaci,VANVES,92170,92,23 June 2026,,
105,Marchés,Marché mardi,Place Charles de Gaulle,VILLE-D'AVRAY,92410,92,23 June 2026,,
106,Marchés,Marché mardi,Rue Henri Barbusse,VILLENEUVE-LA-GARENNE,92390,92,23 June 2026,,
107,Marchés,Marché de Bretagne&nbsp;mercredi,Rue de Bretagne,ASNIERES-SUR-SEINE,92600,92,24 June 2026,,
108,Marchés,Marché des Mourinoux mercredi,Rue des Mourinaux,ASNIERES-SUR-SEINE,92600,92,24 June 2026,,
109,Marchés,MARCHE DU CENTRE mercredi,Halle Place du 11 novembre,MALAKOFF,92240,92,24 June 2026,,
110,Marchés,MARCHÉ DU QUARTIER DES BRUYÈRES,place de la Renaissance,BOIS-COLOMBES,92270,92,24 June 2026,,
111,Marchés,MARCHÉ DU CENTRE mercredi,Halle Pl F Faure,BOIS-COLOMBES,92270,92,24 June 2026,,
112,Marchés,Marché des Sablons mercredi,Place des Sablons,NEUILLY-SUR-SEINE,92200,92,24 June 2026,,
113,Marchés,Marché Billancourt mercredi,Halle Rue du Vieux Pont de Sèvres,BOULOGNE-BILLANCOURT,92100,92,24 June 2026,,
114,Marchés,Marché Windsor mercredi,Halle 5 Rue Windsor,NEUILLY-SUR-SEINE,92200,92,24 June 2026,,
115,Marchés,marché couvert du mercredi,Halle Bd Mal Joffre,BOURG-LA-REINE,92340,92,24 June 2026,,
116,Marchés,Marché Coeur de ville mercredi,Halle Rue Gabriel Péri,CHATILLON,92320,92,24 June 2026,,
117,Marchés,Marché Maison Blanche mercredi,Rue André Gide,CHATILLON,92320,92,24 June 2026,,
118,Marchés,Marché de la Fourche mercredi,"6, rue Pierre Baudry",CLAMART,92140,92,24 June 2026,,
119,Marchés,Marché des Hauts-de-Clamart,Place Aimé Césaire,CLAMART,92140,92,24 June 2026,,
120,Marchés,Marché du Centre mercredi,Halle Place du Marché,CLICHY,92110,92,24 June 2026,,
121,Marchés,Marché Marceau Mercredi,Halle Bd Marceau,COLOMBES,92700,92,24 June 2026,,
122,Marchés,Marché Villebois-Mareuil mercredi,Halle Rue Armand Sylvestre,COURBEVOIE,92400,92,24 June 2026,,
123,Marchés,Marché Marceau mardi,Place du 8 mai 45,COURBEVOIE,92400,92,24 June 2026,,
124,Marchés,Marché du Faubourg de l’Arche mercredi,"Quartier Faubourg de l’Arche, avenue Léonard de Vinci",COURBEVOIE,92400,92,24 June 2026,,
125,Marchés,Marché saint-Louis mercredi,Place St Louis,GARCHES,92380,92,24 June 2026,,
126,Marchés,Marché du centre mercredi,Place de la Liberté,LA GARENNE-COLOMBES,92250,92,24 June 2026,,
127,Marchés,Marché des Grésillons mercredi,avenue des Grésillons,GENNEVILLIERS,92230,92,24 June 2026,,
128,Marchés,Marché Sainte-Lucie mercredi,Allée Ste Lucie CC 3 MOULINS,ISSY-LES-MOULINEAUX,92130,92,24 June 2026,,
129,Marchés,Marché Jean-Zay mercredi,Place Jean Zay,LEVALLOIS-PERRET,92300,92,24 June 2026,,
130,Marchés,Halle de Bellevue mercredi,Halle Rue Pierre Wacquant,MEUDON,92190,92,24 June 2026,,
131,Marchés,MARCHÉ DE LA GARE mercredi,av Benoît Frachon,NANTERRE,92000,92,24 June 2026,,
132,Marchés,Marché Picasso mercredi,av Pablo Picasso,NANTERRE,92000,92,24 June 2026,,
133,Marchés,Marché des Bergères mercredi,"157, avenue du Général de Gaulle",PUTEAUX,92800,92,24 June 2026,,
134,Marchés,Marché des Godardes mercredi,59 avenue du Président Pompidou,RUEIL-MALMAISON,92500,92,24 June 2026,,
135,Marchés,marché sur l’esplanade mercredi,Bd de la République,SAINT-CLOUD,92210,92,24 June 2026,,
136,Marchés,Marché mercredi,66 rue Houdan,SCEAUX,92330,92,24 June 2026,,
137,Marchés,Marché mercredi,"2ter, avenue de l’Europe",SEVRES,92310,92,24 June 2026,,
138,Marchés,marché Zola mercredi,place du Général Leclerc,SURESNES,92150,92,24 June 2026,,
139,Marchés de Producteurs,Marché fermier d'Antony,,ANTONY -,92160,92,25 June 2026,,
140,Marchés,Marché jeudi,Place du marché,ANTONY,92160,92,25 June 2026,,
141,Marchés,Marché des Victoires jeudi,Place des Victoires,ASNIERES-SUR-SEINE,92600,92,25 June 2026,,
142,Marchés,Marché des Quatre routes&nbsp;jeudi,"372, avenue d’Argenteuil",ASNIERES-SUR-SEINE,92600,92,25 June 2026,,
143,Marchés,marché Léo-Ferré jeudi,Halle Léo Ferre Rue C. Michels,BAGNEUX,92220,92,25 June 2026,,
144,Evènements Country,Bal country,Puteaux,PUTEAUX,92800,92,25 June 2026,,
145,Marchés,marché de Chaville jeudi,nouvelle halle et sur la place du Marché,CHAVILLE,92370,92,25 June 2026,,
146,Marchés,Marché des Berges de Seine,Place des Frères Lumière,CLICHY,92110,92,25 June 2026,,
147,Marchés,Marché du Centre jeudi,Halle Pl Henri Neveu,COLOMBES,92700,92,25 June 2026,,
148,Marchés,Marché Charras jeudi,Halle Rue de l'Alma,COURBEVOIE,92400,92,25 June 2026,,
149,Marchés,Le marché couvert jeudi,Halle Pierre Million-Rousseau,FONTENAY-AUX-ROSES,92260,92,25 June 2026,,
150,Marchés,Marché du Luth jeudi,avenue du Luth,GENNEVILLIERS,92230,92,25 June 2026,,
151,Marchés,Marché des Agnettes jeudi,,GENNEVILLIERS -,92230,92,25 June 2026,,
152,Marchés,Marché Corentin Celton jeudi,Place Paul Vaillant Couturier,ISSY-LES-MOULINEAUX,92130,92,25 June 2026,,
153,Marchés,Marché des Épinettes jeudi,Halle Des Epinettes Rue de l Egalité,ISSY-LES-MOULINEAUX,92130,92,25 June 2026,,
154,Marchés,Marché Victor Hugo jeudi,Rue Victor Hugo,MONTROUGE,92120,92,25 June 2026,,
155,Marchés,MARCHÉ DU CENTRE jeudi,Halle Place du Mal Foch,NANTERRE,92000,92,25 June 2026,,
156,Marchés,Marché Chantecoq jeudi,"41 à 59 bis, rue Eugène Eichenberger",PUTEAUX,92800,92,25 June 2026,,
157,Marchés,Marché des Milons jeudi,Bd Sénard,SAINT-CLOUD,92210,92,25 June 2026,,
158,Marchés,marché Caron jeudi,Place Jean Jaurès,SURESNES,92150,92,25 June 2026,,
159,Marchés,Marché couvert jeudi,rue Antoine Frattaci,VANVES,92170,92,25 June 2026,,
160,Marchés,marché de Vaucresson jeudi,parking du centre,VAUCRESSON,92420,92,25 June 2026,,
161,Concerts,Bad Bunny,Paris La Défense Arena Les Jardins de l'Arche 92000 NANTERRE,NANTERRE,92000,92,01 July 2026,05 July 2026,
162,Manifestations Automobiles,Mensuelle DNA Meet Datsun Nissan Meudon,Etang de MEUDON à Meudon,MEUDON,92190,92,03 July 2026,,
163,Manifestations Automobiles,Rassemblement de véhicules anciens à La Garenne-Colombes,place de la Liberté sous la halle couverte La Garenne-Colombes - 92250,LA GARENNE-COLOMBES,92250,92,03 July 2026,,
164,Manifestations Automobiles,RASSEMBLEMENT DU CLUB DE L’AUTO,Terrasse du Fecheray 174/190 bd Washinton,SURESNES,92150,92,03 July 2026,,
165,Concerts,Bad bunny,,NANTERRE -,92000,92,04 July 2026,,
166,Concerts,Bad bunny,,NANTERRE -,92000,92,04 July 2026,,
167,Concerts,Bad Bunny - DeBÍ TiRAR MáS FOToS World Tour,,NANTERRE -,92000,92,04 July 2026,,
168,Concerts,Bad Bunny - DeBÍ TiRAR MáS FOToS World Tour,,NANTERRE -,92000,92,05 July 2026,,
169,Bals Danses,Bal des pompiers,"CASERNE ANTONY - 21° Cie :&nbsp; 02, avenue Armand Guillebaud - 92160 Antony",ANTONY,92160,92,13 July 2026,,
170,Feux d'artifice,FEU D'ARTIFICE DU 14 JUILLET,parc Robinson Asnières-sur-Seine - 92600,ASNIERES-SUR-SEINE,92600,92,13 July 2026,,
171,Bals Danses,Bal des pompiers,"CASERNE BOULOGNE - 16° Cie :&nbsp; 55-57, rue Gallieni - 92100 Boulogne",BOULOGNE-BILLANCOURT,92100,92,13 July 2026,,
172,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Boulogne-Billancourt,BOULOGNE-BILLANCOURT,92100,92,13 July 2026,,
173,Bals Danses,Bal des pompiers,"CASERNE CLAMART - 21° Cie :&nbsp; 234, avenue Victor Hugo - 92140 Clamart",CLAMART,92140,92,13 July 2026,,
174,Bals Danses,Bal des pompiers,"CASERNE CLICHY/SEINE 137, boulevard Jean Jaurès - 92 Clichy La Garenne",CLICHY,92110,92,13 July 2026,,
175,Feux d'artifice,Grand bal populaire,GARCHES,GARCHES,92380,92,13 July 2026,,
176,Bals Danses,Bal des pompiers,"CASERNE GENNEVILLIERS - 27° Cie :&nbsp; 136-140, rue Henri Barbusse - 92230 Gennevilliers",GENNEVILLIERS,92230,92,13 July 2026,,
177,Bals Danses,Bal des pompiers,"CASERNE D'ISSY-LES-MOULINEAUX&nbsp; 75, boulevard Gallieni - 92130 Issy-Les-Moulineaux",ISSY-LES-MOULINEAUX,92130,92,13 July 2026,,
178,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Issy-les-Moulineaux,ISSY-LES-MOULINEAUX,92130,92,13 July 2026,,
179,Bals Danses,Bal des pompiers,"CASERNE LEVALLOIS&nbsp;- 29° Cie / 5° Cie :&nbsp; 1, avenue Georges Pompidou - 92300 Levallois-Perret",LEVALLOIS-PERRET,92300,92,13 July 2026,,
180,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Levallois-Perret,LEVALLOIS-PERRET,92300,92,13 July 2026,,
181,Bals Danses,Bal des pompiers,CASERNE NANTERRE - 28° Cie :&nbsp; Parvis de la défense - 92800 Puteaux,PUTEAUX,92800,92,13 July 2026,,
182,Feux d'artifice,Fête Nationale,esplanades de l’Abbé Franz Stock et du Mémorial de la France Combattante,SURESNES,92150,92,13 July 2026,,
183,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Clamart,CLAMART,92140,92,14 July 2026,,
184,Salons,Le Forum des associations,Suresnes - 92150,SURESNES,92150,92,05 September 2026,,
185,Feux d'artifice,Spectacle Pyrotechnique Les Pleins Feux,Saint-Cloud,SAINT-CLOUD,92210,92,05 September 2026,,
186,Salons,Forum des associations,,LA GARENNE-COLOMBES -,92250,92,06 September 2026,,
187,Brocantes,Vide Grenier Colombes / Gare de la Garenne Colombes,,LA GARENNE-COLOMBES -,92250,92,06 September 2026,,
188,Foires,&#129472;Foire aux Fromages et aux Vins,Quartier Saint Saturnin 92160 ANTONY,ANTONY,92160,92,12 September 2026,,
189,Concerts,Celine dion,,NANTERRE -,92000,92,12 September 2026,,
190,Fêtes locales,Fête nautique,bords de la&nbsp;Marne,NEUILLY-SUR-SEINE,92200,92,12 September 2026,,
191,Fêtes locales,fête des vendanges,,BAGNEUX -,92220,92,26 September 2026,,
192,Fêtes locales,Asnières fête sa&nbsp;Nuit Blanche,Différents lieux,ASNIERES-SUR-SEINE,92600,92,03 October 2026,,
193,Visites Portes Ouvertes,Portes ouvertes des ateliers d’artistes,Différents lieux,ASNIERES-SUR-SEINE,92600,92,10 October 2026,,
194,Visites Portes Ouvertes,Portes ouvertes des ateliers d’artistes,Différents lieux,BOIS-COLOMBES,92270,92,10 October 2026,,
195,Visites Portes Ouvertes,Portes ouvertes des ateliers d’artistes,Différents lieux,CLICHY,92110,92,10 October 2026,,
196,Visites Portes Ouvertes,Portes ouvertes des ateliers d’artistes,Différents lieux,COLOMBES,92700,92,10 October 2026,,
197,Visites Portes Ouvertes,Portes ouvertes des ateliers d’artistes,Différents lieux,GENNEVILLIERS,92230,92,10 October 2026,,
198,Vide-greniers,Brocante de la Fete des Vendanges,RÉPUBLIQUE DE BUZENVAL Place Henri Regnault et Place du Marché BUZENVAL,RUEIL-MALMAISON,92500,92,11 October 2026,,
199,Fêtes locales,Fête des Vendanges,Place Henri Regnault et Marché de Buzenval,RUEIL-MALMAISON,92500,92,11 October 2026,,
200,Concerts,The music of hans zimmer & others,,COURBEVOIE -,92400,92,03 November 2026,,
201,Spectacles,THE MUSIC OF HANS ZIMMER &amp; OTHERS,,COURBEVOIE -,92400,92,03 November 2026,,
202,Concerts,JOE DWET FILE,,NANTERRE -,92000,92,05 December 2026,,
203,Concerts,Joe dwet file,,NANTERRE -,92000,92,05 December 2026,,
204,Concerts,ANYMA,,NANTERRE -,92000,92,12 December 2026,,
205,Concerts,Anyma,,NANTERRE -,92000,92,12 December 2026,,
206,Concerts,Prestation hospitalite anyma,,NANTERRE -,92000,92,12 December 2026,,
207,Concerts,GIMS,,NANTERRE -,92000,92,16 December 2026,,
208,Concerts,Gims,,NANTERRE -,92000,92,16 December 2026,,
209,Concerts,GIMS,,NANTERRE -,92000,92,17 December 2026,,
210,Concerts,The music of hans zimmer & others,,COLOMBES -,92700,92,18 December 2026,,
211,Spectacles,The Music of Hans Zimmer &amp; Others,,COLOMBES -,92700,92,18 December 2026,,
212,Spectacle et comedie musicale,Dîner spectacle opéra,,NEUILLY-SUR-SEINE -,92200,92,31 December 2026,,
213,Concerts,DE MICHEL A FRANCE,,BOULOGNE-BILLANCOURT -,92100,92,16 January 2027,,
214,Concerts,THE DEPECHE MODE EXPERIENCE,,BOULOGNE-BILLANCOURT -,92100,92,30 January 2027,,
215,Concerts,RUSH,,NANTERRE -,92000,92,19 February 2027,,
216,Concerts,Rush,,NANTERRE -,92000,92,19 February 2027,,
217,Concerts,Prestation rush,,NANTERRE -,92000,92,19 February 2027,,
218,Concerts,ENHYPEN,,NANTERRE -,92000,92,27 February 2027,,
219,Concerts,KYO,,NANTERRE -,92000,92,13 March 2027,,
220,Concerts,Kyo,,NANTERRE -,92000,92,13 March 2027,,
221,Activités enfants,Chasse à l'oeuf,Antony,ANTONY,92160,92,28 March 2027,,
222,Marchés de Producteurs,Marché aux Fleurs,Place Jean Mermoz,BOIS-COLOMBES,92270,92,10 April 2027,,
223,Concerts,Ibrahim maalouf - 20 ans de live !,,NANTERRE -,92000,92,10 April 2027,,
224,Concerts,Prestation ibrahim maalouf,,NANTERRE -,92000,92,10 April 2027,,
225,Concerts,Ibrahim Maalouf,Paris La Défense Arena Les Jardins de l'Arche 92000 NANTERRE,NANTERRE,92000,92,10 April 2027,,
226,Vide-greniers,Vide-greniers et marché aux puces,Parking de la gare Sncf,COLOMBES,92700,92,10 May 2027,,
227,Vide-greniers,Les Printemps d'Issy,,ISSY-LES-MOULINEAUX -,92130,92,07 June 2027,,
228,Concerts,KAROL G,,NANTERRE -,92000,92,01 July 2027,,
