,theme,nom_event,adresse,ville,cp,dep,date_d,date_f,site_web
62,Marchés,marché,place Garlande Corbreuse - 91410,CORBREUSE,91410,91,03 July 2026,,
63,Vide-greniers,Foire aux Antiquités,Foire aux Antiquités Place du Marché Halle de Milly-la-Forêt 91490 Milly-la-Forêt,MILLY-LA-FORET,91490,91,03 July 2026,,
64,Sorties,Rassemblement mensuel du club Autodream,Montlhéry (91) - Parking de l'UTAC de Linas/Montlhéry,MONTLHERY,91310,91,03 July 2026,,
65,Brocantes,foire antiquités-brocante,,SACLAS -,91690,91,03 July 2026,,
66,Manifestations Automobiles,Mensuel auto l’AAP 50-70 VIRY CHATILLON,parking de l’Hotel de Ville de Viry-Châtillon,VIRY-CHATILLON,91170,91,03 July 2026,,
67,Marchés bio,Marché Bio Paysan,Gare de Gravigny-Balizy Longjumeau,LONGJUMEAU,91160,91,03 July 2026,,
68,Brocantes,FOIRE ANTIQUITÉS-BROCANTE MILLY-LA-FORÊT,halle du XVème siècle de Milly-la-Forêt,MILLY-LA-FORET,91490,91,03 July 2026,,
69,Spectacles,Le festival Les Traverses,Place des Halles et domaine de Méréville,MEREVILLE,91660,91,04 July 2026,,
70,Festivals,Festival Accord Majeur,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,04 July 2026,,
71,Fêtes locales,PARC EN FÊTE DOURDAN,parc Lejars-Rouillon Dourdan - 91410,DOURDAN,91410,91,05 July 2026,,
72,Jeux-sports,Paris musketeers - frankfurt galaxy,,BONDOUFLE -,91070,91,05 July 2026,,
73,Jeux-sports,Paris musketeers - espace vip,,BONDOUFLE -,91070,91,05 July 2026,,
74,Evènements Country,BAL CD DE L'ÉTÉ,LES Z'AMIS DE LA COUNTRY 91 Espace 520 - Jean Claude Mouin - 6 Grande rue 91520 Egly,EGLY,91520,91,05 July 2026,,
75,Evènements,Soirée dansante généraliste,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,11 July 2026,12 July 2026,
76,Evènements,Soirée dansante généraliste,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,11 July 2026,12 July 2026,
77,Evènements,Soirée dansante généraliste,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,11 July 2026,12 July 2026,
78,Evènements,Soirée dansante généraliste,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,11 July 2026,12 July 2026,
79,Evènements,Soirée dansante généraliste,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,11 July 2026,12 July 2026,
80,Feux d'artifice,Feux d’artifice fête 14 juillet,Arpajon,ARPAJON,91290,91,13 July 2026,,
81,Feux d'artifice,Feux d’artifice fête 14 juillet,Athis-Mons,ATHIS-MONS,91200,91,13 July 2026,,
82,Feux d'artifice,Feux d’artifice fête 14 juillet,Boissy-le-Cutté,BOISSY-LE-CUTTE,91590,91,13 July 2026,,
83,Feux d'artifice,Feux d’artifice fête 14 juillet,Boissy-sous-Saint-Yon,BOISSY-SOUS-SAINT-YON,91790,91,13 July 2026,,
84,Feux d'artifice,Feux d’artifice fête 14 juillet,Bondoufle,BONDOUFLE,91070,91,13 July 2026,,
85,Feux d'artifice,Feux d’artifice fête 14 juillet,Bouray,BOURAY-SUR-JUINE,91850,91,13 July 2026,,
86,Feux d'artifice,Feux d’artifice fête 14 juillet,Brétigny-sur-Orge,BRETIGNY-SUR-ORGE,91220,91,13 July 2026,,
87,Feux d'artifice,Feux d’artifice fête 14 juillet,Cerny,CERNY,91590,91,13 July 2026,,
88,Bals Danses,bal populaire,Igny 91430 Igny,IGNY,91430,91,13 July 2026,,
89,Feux d'artifice,Feux d’artifice fête 14 juillet,Corbeil-Essonnes,CORBEIL-ESSONNES,91100,91,13 July 2026,,
90,Feux d'artifice,Feux d’artifice fête 14 juillet,Crosne,CROSNE,91560,91,13 July 2026,,
91,Feux d'artifice,Feux d’artifice fête 14 juillet,Dourdan,DOURDAN,91410,91,13 July 2026,,
92,Feux d'artifice,Feux d’artifice fête 14 juillet,Draveil,DRAVEIL,91210,91,13 July 2026,,
93,Feux d'artifice,Feux d’artifice fête 14 juillet,Épinay-sous-Sénart,EPINAY-SOUS-SENART,91860,91,13 July 2026,,
94,Feux d'artifice,Feux d’artifice fête 14 juillet,La Ferté-Alais,LA FERTE-ALAIS,91590,91,13 July 2026,,
95,Feux d'artifice,Feux d’artifice fête 14 juillet,Gif-sur-Yvette,GIF-SUR-YVETTE,91190,91,13 July 2026,,
96,Feux d'artifice,Feux d’artifice fête 14 juillet,Janville,JANVILLE-SUR-JUINE,91510,91,13 July 2026,,
97,Feux d'artifice,Feux d’artifice fête 14 juillet,Lardy,LARDY,91510,91,13 July 2026,,
98,Feux d'artifice,Feux d’artifice fête 14 juillet,Limours,LIMOURS,91470,91,13 July 2026,,
99,Feux d'artifice,Feux d’artifice fête 14 juillet,Linas,LINAS,91310,91,13 July 2026,,
100,Feux d'artifice,Feux d’artifice fête 14 juillet,Lisses,LISSES,91090,91,13 July 2026,,
101,Feux d'artifice,Feux d’artifice fête 14 juillet,Longjumeau,LONGJUMEAU,91160,91,13 July 2026,,
102,Feux d'artifice,Feu d'artifice,Place de l'église,MAISSE,91720,91,13 July 2026,,
103,Feux d'artifice,Feux d’artifice fête 14 juillet,Marolles-en-Hurepoix,MAROLLES-EN-HUREPOIX,91630,91,13 July 2026,,
104,Feux d'artifice,Feux artifice Fête nationale 14 juillet,Méréville,MEREVILLE,91660,91,13 July 2026,,
105,Feux d'artifice,Feux d’artifice fête 14 juillet,Montgeron,MONTGERON,91230,91,13 July 2026,,
106,Feux d'artifice,Feux d’artifice fête 14 juillet,Morsang-sur-Orge,MORSANG-SUR-ORGE,91390,91,13 July 2026,,
107,Feux d'artifice,Feux d’artifice fête 14 juillet,Paray-Vieille-Poste,PARAY-VIEILLE-POSTE,91550,91,13 July 2026,,
108,Feux d'artifice,Feux d’artifice fête 14 juillet,Saint-Chéron,SAINT-CHERON,91530,91,13 July 2026,,
109,Feux d'artifice,Feux d’artifice fête 14 juillet,Sainte-Geneviève-des-Bois,SAINTE-GENEVIEVE-DES-BOIS,91700,91,13 July 2026,,
110,Feux d'artifice,Feux d’artifice fête 14 juillet,Saint-Germain-lès-Arpajon,SAINT-GERMAIN-LES-ARPAJON,91180,91,13 July 2026,,
111,Feux d'artifice,Feux d’artifice fête 14 juillet,Saint-Michel-sur-Orge,SAINT-MICHEL-SUR-ORGE,91240,91,13 July 2026,,
112,Feux d'artifice,Feux d’artifice fête 14 juillet,Saint-Pierre-du-Perray,SAINT-PIERRE-DU-PERRAY,91280,91,13 July 2026,,
113,Feux d'artifice,Feu d'artifice et&nbsp;bal des pompiers,"Centre de Secours Route de Morangis, Savigny-sur-Orge",SAVIGNY-SUR-ORGE,91600,91,13 July 2026,,
114,Feux d'artifice,Feux d’artifice fête 14 juillet,Savigny-sur-Orge,SAVIGNY-SUR-ORGE,91600,91,13 July 2026,,
115,Feux d'artifice,Feux d’artifice fête 14 juillet,Vigneux-sur-Seine,VIGNEUX-SUR-SEINE,91270,91,13 July 2026,,
116,Feux d'artifice,Feux d’artifice fête 14 juillet,Villeconin,VILLECONIN,91580,91,13 July 2026,,
117,Feux d'artifice,Feux d’artifice fête 14 juillet,Villemoisson-sur-Orge,VILLEMOISSON-SUR-ORGE,91360,91,13 July 2026,,
118,Feux d'artifice,Feux d’artifice fête 14 juillet,Yerres,YERRES,91330,91,13 July 2026,,
119,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Les Ulis,LES ULIS,91940,91,13 July 2026,,
120,Feux d'artifice,Feux d’artifice fête 14 juillet,Breuillet,BREUILLET,91650,91,14 July 2026,,
121,Feux d'artifice,Feux d’artifice fête 14 juillet,Brunoy,BRUNOY,91800,91,14 July 2026,,
122,Feux d'artifice,Feux d’artifice fête 14 juillet,Chilly-Mazarin,CHILLY-MAZARIN,91380,91,14 July 2026,,
123,Feux d'artifice,Feux d’artifice fête 14 juillet,Étampes,ETAMPES,91150,91,14 July 2026,,
124,Feux d'artifice,14 juillet feu d'artifice,la Croix-Boissée Étréchy - 91580,ETRECHY,91580,91,14 July 2026,,
125,Feux d'artifice,Feux d’artifice Fête nationale du 14 juillet,Évry,EVRY,91090,91,14 July 2026,,
126,Feux d'artifice,Feux d’artifice fête 14 juillet,Fleury-Mérogis,FLEURY-MEROGIS,91700,91,14 July 2026,,
127,Feux d'artifice,Feux d’artifice fête 14 juillet,Mennecy,MENNECY,91540,91,14 July 2026,,
128,Feux d'artifice,Feux d’artifice fête 14 juillet,Morangis,MORANGIS,91420,91,14 July 2026,,
129,Feux d'artifice,Feux d’artifice fête 14 juillet,Le Plessis-Pâté,LE PLESSIS-PATE,91220,91,14 July 2026,,
130,Feux d'artifice,Feux d’artifice fête 14 juillet,Ris-Orangis,RIS-ORANGIS,91000,91,14 July 2026,,
131,Feux d'artifice,Feux d’artifice fête 14 juillet,Wissous,WISSOUS,91320,91,14 July 2026,,
132,Jeux-sports,Paris musketeers - nordic storm,,BONDOUFLE -,91070,91,18 July 2026,,
133,Marchés de Producteurs,Marché rural en Gâtinais,Grand-Rue (RD948),MOIGNY-SUR-ECOLE,91490,91,06 September 2026,,
134,Vide-greniers,Vide grenier,Rue de la brèche (près du gymnase),PUSSAY,91740,91,06 September 2026,,
135,Vide-greniers,Brocante et vide greniers,Centre ville&nbsp;,YERRES,91330,91,06 September 2026,,
136,Foires,Foire aux tomates,Centre ville,MONTLHERY,91310,91,12 September 2026,,
137,Vide-greniers,Le traditionnel vide-greniers de Breux,1 rue du Docteur Babin 91650 Breux-Jouy,BREUX-JOUY,91650,91,13 September 2026,,
138,Brocantes,La brocante annuelle du comité des fêtes La Forêt en Fête,91410 La Forêt-le-Roi 2 Route d'Etampes 91410 La Forêt-le-Roi,LA FORET-LE-ROI,91410,91,13 September 2026,,
139,Foires,Foire aux haricots à Arpajon,coeur de ville Arpajon - 91290,ARPAJON,91290,91,19 September 2026,,
140,Brocantes,Brocante musicale,,SAINTE-GENEVIEVE-DES-BOIS -,91700,91,19 September 2026,,
141,Fêtes médiévales,Fête et Marché médiéval,Montlhéry,MONTLHERY,91310,91,19 September 2026,,
142,Vide-greniers,Vide Grenier Massy Atlantis,Mail Ampère 91300 Massy,MASSY,91300,91,20 September 2026,,
143,Vide-greniers,VIDE GRENIER,63 RUE DE LA DIVISION LECLERC,SAULX-LES-CHARTREUX,91160,91,20 September 2026,,
144,Théatres,Sortez-moi de la,,CERNY -,91590,91,26 September 2026,,
145,Brocantes,Brocante du Bout Galeux,Quartier du Bout Galeux 91120 Palaiseau,MASSY,91300,91,26 September 2026,,
146,Marchés de potiers,Marché de potiers de Milly-la-Foret,Sous la halle - centre ville,MILLY-LA-FORET,91490,91,26 September 2026,,
147,Manifestations Automobiles,Bourse LINAS-MONTLHERY,17 Chemin de la Croix du Mesnil,MONTLHERY,91310,91,27 September 2026,,
148,Manifestations Automobiles,FESTIVAL DE VOITURES ANCIENNES DOURDAN,cœur de village Dourdan,DOURDAN,91410,91,04 October 2026,,
149,Sorties,Salon des Saveurs &amp; Gourmandises,Route d'Etampes - RD 191,CERNY,91590,91,31 October 2026,,
150,Evènements,Cérémonie du 11 novembre,,BONDOUFLE -,91070,91,11 November 2026,,
151,Théatres,"Ma femme, la tienne, la nôtre",,CERNY -,91590,91,13 November 2026,,
152,Marchés de Noël,Marché de Noel,Rue de la Salle,CHAMARANDE,91730,91,14 November 2026,,
153,Théatres,"Faites l'amour, pas des gosses",,LONGJUMEAU -,91160,91,15 November 2026,,
154,"Randonnées, Trail ou Running",Foulées de la Basilique à la Tour,1 Rue Blanche de Castille,MONTLHERY,91310,91,15 November 2026,,
155,Danse,Les quatre saisons - ballet,,RIS-ORANGIS -,91000,91,21 November 2026,,
156,Concerts,ONE NIGHT OF QUEEN - A NIGHT AT THE THEATER,"2, rue Eugène Thomas",EVRY,91090,91,25 November 2026,,
157,Concerts,One night of queen,,RIS-ORANGIS -,91000,91,25 November 2026,,
158,Salons,Carrefour des Arts LINAS,Espace Carzou,LINAS,91310,91,28 November 2026,,
159,Marchés de Noël,Marché de Noel,Place Ernest Pillon,LINAS,91310,91,05 December 2026,,
160,Evènements Téléthon,TELETHON MAROLLES-EN-HUREPOIX,TELETHON MAROLLES-EN-HUREPOIX,MAROLLES-EN-HUREPOIX,91630,91,05 December 2026,,
161,Marchés de Noël,Marché de Noel,Place du Marché Couvert de Ballancourt-sur-Essonne,BALLANCOURT-SUR-ESSONNE,91610,91,12 December 2026,,
162,Humour et one (wo)man show,D'jal,,RIS-ORANGIS -,91000,91,12 December 2026,,
163,Marchés de Noël,Marché de Noel,Gymnase Cornuel - Allée Cornuel,LARDY,91510,91,12 December 2026,,
164,Marchés de Noël,marché de Noël de Tigery,ferme du plessis saucourt,TIGERY,91250,91,12 December 2026,,
165,Marchés de Noël,Marché de Noël,Marolles en hurepoix (91630),MAROLLES-EN-HUREPOIX,91630,91,12 December 2026,,
166,Concerts,SO FLOYD FROM POMPEI TO PULSE,,RIS-ORANGIS -,91000,91,13 December 2026,,
167,Spectacle et comedie musicale,K-pop shadow slayers,,LONGJUMEAU -,91160,91,20 December 2026,,
168,Messes,Ris-Orangis Veillée de Noël,Eglise Notre Dame 91130 Ris-Orangis,RIS-ORANGIS,91000,91,24 December 2026,,
169,Messes,Ris-Orangis Eglise Notre Dame Messe de Noel,Eglise Notre Dame 91130 Ris-Orangis,RIS-ORANGIS,91000,91,24 December 2026,,
170,Messes,Juvisy-sur-Orge Notre Dame de France Messe de Noel,Notre Dame de France 91260 Juvisy-sur-Orge,JUVISY-SUR-ORGE,91260,91,25 December 2026,,
171,Messes,Viry-Chatillon Chapelle du Saint Esprit (Eglise du Saint Esprit) Messe de Noel,Chapelle du Saint Esprit (Eglise du Saint Esprit) 91170 Viry-Châtillon,VIRY-CHATILLON,91170,91,25 December 2026,,
172,Humour et one (wo)man show,Olivier de benoist,,LONGJUMEAU -,91160,91,14 January 2027,,
173,Spectacles,OLIVIER DE BENOIST,,LONGJUMEAU -,91160,91,14 January 2027,,
174,Concerts,Goldmen - concert 100% goldman a fgj,,RIS-ORANGIS -,91000,91,15 January 2027,,
175,Danse,Casse-noisette - ballet et orchestre,,RIS-ORANGIS -,91000,91,19 January 2027,,
176,Théatres,Les parents viennent de mars...,,CERNY -,91590,91,23 January 2027,,
177,Théatres,C'est décidé je deviens une connasse,,LONGJUMEAU -,91160,91,23 January 2027,,
178,Bourses,CARTOPHILA - bourse aux cartes postales et vieux papiers,"Salle Guy Vinet, rue Salvador Allende",PALAISEAU,91120,91,31 January 2027,,
179,Théatres,Le gang des chieuses,,CERNY -,91590,91,27 February 2027,,
180,Carnavals,carnaval de Bineau,,ARPAJON -,91290,91,07 March 2027,,
181,Foires,FOIRE VENTÔSE DOURDAN,hôtel de ville Dourdan - 91410,DOURDAN,91410,91,14 March 2027,,
182,Marchés de potiers,marché de potiers,Centre ville,ARPAJON,91290,91,27 March 2027,,
183,Carnavals,Carnaval de Bineau,centre ville et sur la place de la Mairie,LINAS,91310,91,27 March 2027,,
184,Théatres,Les parents viennent de mars...,,LONGJUMEAU -,91160,91,27 March 2027,,
185,Brocantes,Brocante de Pâques,91490 Moigny-sur-École,MOIGNY-SUR-ECOLE,91490,91,28 March 2027,,
186,Brocantes,Brocante du lundi de Pâques de Marcoussis,rue Alfred-Dubois Marcoussis - 91460,MARCOUSSIS,91460,91,29 March 2027,,
187,Vide-greniers,BROCANTE DE PAQUES Dimanche et Lundi,GARE DE MEREVILLE,MEREVILLE,91660,91,29 March 2027,,
188,Foires,Foire au cresson,Village Méréville - 91660,MEREVILLE,91660,91,29 March 2027,,
189,Théatres,Les femmes ont toujours raison...,,CERNY -,91590,91,24 April 2027,,
190,Vide-greniers,Brocante,Centre-ville église et alentours,BIEVRES,91570,91,01 May 2027,,
191,Foires,Foire à l’outil ancien,place de l’église. 91570 BIEVRES,BIEVRES,91570,91,01 May 2027,,
192,Vide-greniers,Vide grenier,parking intermarché,EGLY,91520,91,01 May 2027,,
193,Vide-greniers,Vide-greniers et marché aux puces,grande rue,LES MOLIERES,91470,91,01 May 2027,,
194,Vide-greniers,Vide-greniers et marché aux puces,,SACLAS -,91690,91,01 May 2027,,
195,"Randonnées, Trail ou Running",Marathon de Sénart Grand Paris,Saint Pierre-du-Perray,SAINT-PIERRE-DU-PERRAY,91280,91,01 May 2027,,
196,Vide-greniers,Vide-greniers et marché aux puces,Rue Saint Nicolas et Saint Jean de Beuregard,GOMETZ-LE-CHATEL,91940,91,01 May 2027,,
197,Vide-greniers,Vide-greniers et marché aux puces,Avenue du Lieutenant Agoutin,MAROLLES-EN-HUREPOIX,91630,91,01 May 2027,,
198,Vide-greniers,Vide-greniers et marché aux puces,,SAULX-LES-CHARTREUX -,91160,91,01 May 2027,,
199,"Randonnées, Trail ou Running",marathon de Sénart Grand Paris Sud,Place Liedekerke Beaufort à Tigery,TIGERY,91250,91,01 May 2027,,
200,Vide-greniers,Vide-greniers et marché aux puces,21 Boulevard Meder,VIRY-CHATILLON,91170,91,01 May 2027,,
201,Vide-greniers,vide-greniers de l’Ascension,allées Aristide Briand Corbeil-Essonnes - 91100,CORBEIL-ESSONNES,91100,91,14 May 2027,,
202,Carnavals,carnaval,,RIS-ORANGIS -,91000,91,17 May 2027,,
203,Vide-greniers,vide-greniers Dimanche de Pentecôte,centre village,NOZAY,91620,91,24 May 2027,,
204,Fêtes locales,Fête des Cocus,Centre ville Étréchy - 91580,ETRECHY,91580,91,25 May 2027,,
205,Spectacle et comedie musicale,Messmer - 13hz,,RIS-ORANGIS -,91000,91,02 June 2027,,
206,Fêtes médiévales,FÊTE MÉDIÉVALE DOURDAN,cœur de ville Dourdan - 91410,DOURDAN,91410,91,06 June 2027,,
207,Fêtes locales,Fête des Graviers,41 rue Jean Jaurès,MASSY,91300,91,06 June 2027,,
208,Marchés de Producteurs,Le Marché de l'Herboriste,Village Milly-la-Forêt - 91490,MILLY-LA-FORET,91490,91,06 June 2027,,
209,Vide-greniers,Brocante et vide greniers,Rond Point Pasteur,YERRES,91330,91,07 June 2027,,
210,Foires,FOIRE DE L'ESSONNE VERTE,Ile de Loisirs,ETAMPES,91150,91,13 June 2027,,
211,Fêtes locales,Fête Communale,Stade R.Dautier - 91830 Le Coudray-Montceaux,LE COUDRAY-MONTCEAUX,91830,91,20 June 2027,,
